@relation dataset2

@attribute neighbourhood numeric
@attribute price numeric
@attribute minimum_nights numeric
@attribute availability_365 numeric
@attribute room_type {'Private room','Entire home/apt','Shared room'}

@data
28,175,4,0,'Entire home/apt'
28,180,1,32,'Entire home/apt'
28,180,1,364,'Entire home/apt'
28,95,4,300,'Entire home/apt'
28,180,1,364,'Entire home/apt'
28,110,2,350,'Private room'
28,60,1,185,'Private room'
28,99,5,0,'Entire home/apt'
28,90,1,45,'Entire home/apt'
28,83,4,0,'Entire home/apt'
28,19,1,325,'Private room'
28,160,14,45,'Entire home/apt'
28,79,1,156,'Private room'
28,140,2,334,'Private room'
28,125,2,26,'Entire home/apt'
28,140,2,365,'Private room'
28,95,1,62,'Entire home/apt'
28,64,2,120,'Private room'
28,150,7,364,'Entire home/apt'
28,139,1,0,'Entire home/apt'
28,95,1,365,'Entire home/apt'
28,80,3,0,'Private room'
28,40,5,0,'Private room'
28,130,1,365,'Entire home/apt'
28,90,1,360,'Entire home/apt'
28,126,2,62,'Entire home/apt'
28,90,2,75,'Entire home/apt'
28,175,5,91,'Entire home/apt'
28,290,2,235,'Entire home/apt'
28,190,2,275,'Entire home/apt'
28,89,1,316,'Entire home/apt'
28,75,4,365,'Entire home/apt'
28,249,2,64,'Entire home/apt'
28,150,1,0,'Entire home/apt'
28,150,2,365,'Entire home/apt'
28,100,1,65,'Private room'
28,45,14,0,'Entire home/apt'
28,135,3,352,'Entire home/apt'
28,150,1,345,'Entire home/apt'
28,30,90,352,'Private room'
28,90,1,266,'Private room'
28,300,1,90,'Entire home/apt'
28,150,2,14,'Entire home/apt'
28,180,2,222,'Entire home/apt'
28,150,28,59,'Entire home/apt'
28,180,1,365,'Entire home/apt'
28,120,2,96,'Entire home/apt'
28,550,7,364,'Entire home/apt'
28,120,1,188,'Entire home/apt'
28,102,1,49,'Entire home/apt'
28,105,2,165,'Entire home/apt'
28,128,1,307,'Entire home/apt'
28,236,3,0,'Entire home/apt'
28,179,4,273,'Entire home/apt'
28,165,1,36,'Entire home/apt'
28,130,1,63,'Entire home/apt'
28,149,4,335,'Entire home/apt'
28,65,2,170,'Entire home/apt'
28,80,3,0,'Entire home/apt'
28,250,2,182,'Entire home/apt'
28,80,1,355,'Private room'
28,195,2,338,'Entire home/apt'
28,42,2,88,'Private room'
28,109,1,160,'Private room'
28,89,1,179,'Private room'
28,70,1,27,'Entire home/apt'
28,550,2,246,'Entire home/apt'
28,250,1,34,'Entire home/apt'
28,40,1,126,'Entire home/apt'
28,35,1,272,'Private room'
28,200,3,63,'Entire home/apt'
28,200,2,170,'Entire home/apt'
28,60,2,0,'Entire home/apt'
28,350,1,164,'Entire home/apt'
28,189,1,345,'Entire home/apt'
28,129,1,327,'Entire home/apt'
28,67,1,63,'Entire home/apt'
28,100,1,365,'Entire home/apt'
28,170,2,3,'Entire home/apt'
28,99,4,297,'Entire home/apt'
28,220,5,0,'Entire home/apt'
28,125,60,63,'Entire home/apt'
28,265,3,242,'Entire home/apt'
28,190,1,0,'Entire home/apt'
28,120,1,84,'Entire home/apt'
28,80,1,165,'Private room'
28,150,1,281,'Private room'
28,63,1,0,'Private room'
28,100,3,22,'Private room'
28,79,2,88,'Private room'
28,140,30,365,'Entire home/apt'
28,250,1,333,'Entire home/apt'
28,200,2,0,'Entire home/apt'
28,98,3,260,'Entire home/apt'
28,115,3,152,'Entire home/apt'
28,60,1,0,'Private room'
28,160,1,355,'Entire home/apt'
28,100,3,0,'Entire home/apt'
28,140,6,61,'Entire home/apt'
28,60,20,33,'Private room'
28,159,4,0,'Entire home/apt'
28,150,3,4,'Entire home/apt'
28,170,2,87,'Entire home/apt'
28,159,2,139,'Private room'
28,135,4,179,'Entire home/apt'
28,97,2,171,'Private room'
28,65,1,2,'Entire home/apt'
28,90,2,311,'Private room'
28,105,1,365,'Entire home/apt'
28,240,3,63,'Entire home/apt'
28,90,2,70,'Entire home/apt'
28,57,3,303,'Private room'
28,90,2,89,'Entire home/apt'
28,150,1,0,'Entire home/apt'
28,149,2,142,'Entire home/apt'
28,185,3,41,'Entire home/apt'
28,130,2,337,'Entire home/apt'
28,250,3,1,'Entire home/apt'
28,280,2,263,'Entire home/apt'
28,90,5,0,'Entire home/apt'
28,60,7,18,'Entire home/apt'
28,98,1,0,'Entire home/apt'
28,181,4,69,'Entire home/apt'
28,66,2,0,'Private room'
28,91,4,14,'Entire home/apt'
28,99,1,211,'Entire home/apt'
28,169,3,346,'Entire home/apt'
28,149,1,88,'Entire home/apt'
28,210,4,0,'Entire home/apt'
28,130,2,165,'Entire home/apt'
28,62,2,66,'Private room'
28,95,1,301,'Entire home/apt'
28,78,4,298,'Entire home/apt'
28,42,1,115,'Private room'
28,300,2,301,'Entire home/apt'
28,350,2,0,'Entire home/apt'
28,120,2,283,'Entire home/apt'
28,110,3,281,'Private room'
28,195,3,247,'Private room'
28,74,2,26,'Private room'
28,80,3,205,'Entire home/apt'
28,250,3,112,'Entire home/apt'
28,125,91,63,'Entire home/apt'
28,60,2,335,'Private room'
28,49,7,0,'Entire home/apt'
28,230,3,74,'Entire home/apt'
28,424,6,125,'Entire home/apt'
28,68,1,344,'Private room'
28,219,2,69,'Entire home/apt'
28,150,2,84,'Entire home/apt'
28,130,2,0,'Entire home/apt'
28,95,3,0,'Private room'
28,150,7,13,'Entire home/apt'
28,120,2,36,'Entire home/apt'
28,130,1,69,'Entire home/apt'
28,88,1,203,'Entire home/apt'
28,46,7,362,'Private room'
28,160,2,238,'Entire home/apt'
28,65,2,64,'Private room'
28,220,3,63,'Entire home/apt'
28,150,3,89,'Entire home/apt'
28,99,2,0,'Entire home/apt'
28,179,1,48,'Entire home/apt'
28,320,3,305,'Entire home/apt'
28,65,1,359,'Private room'
28,170,3,365,'Entire home/apt'
28,135,5,237,'Entire home/apt'
28,215,90,364,'Entire home/apt'
28,270,7,365,'Entire home/apt'
28,100,5,127,'Entire home/apt'
28,100,2,41,'Entire home/apt'
28,325,2,208,'Entire home/apt'
28,150,2,302,'Entire home/apt'
28,79,1,0,'Entire home/apt'
28,90,1,1,'Private room'
28,170,2,270,'Entire home/apt'
28,140,4,245,'Entire home/apt'
28,80,14,0,'Entire home/apt'
28,225,3,0,'Entire home/apt'
28,130,3,161,'Entire home/apt'
28,119,1,0,'Entire home/apt'
28,75,3,0,'Private room'
28,83,3,0,'Entire home/apt'
28,80,1,124,'Private room'
28,90,1,224,'Entire home/apt'
28,36,2,19,'Private room'
28,38,4,281,'Private room'
28,130,3,144,'Entire home/apt'
28,60,1,81,'Private room'
28,41,3,71,'Private room'
28,85,3,7,'Private room'
28,105,1,0,'Private room'
28,115,5,90,'Entire home/apt'
28,170,3,6,'Entire home/apt'
28,106,2,293,'Entire home/apt'
28,28,1,351,'Shared room'
28,100,1,75,'Private room'
28,160,1,211,'Entire home/apt'
28,120,7,364,'Entire home/apt'
28,42,2,0,'Private room'
28,54,1,88,'Private room'
28,25,1,360,'Shared room'
28,168,2,258,'Entire home/apt'
28,99,2,333,'Private room'
28,95,2,24,'Entire home/apt'
28,175,2,59,'Entire home/apt'
28,51,30,0,'Private room'
28,70,2,365,'Private room'
28,100,28,151,'Private room'
28,170,4,89,'Entire home/apt'
28,155,2,61,'Entire home/apt'
28,200,4,145,'Entire home/apt'
28,49,1,25,'Private room'
28,215,1,153,'Entire home/apt'
28,179,2,180,'Entire home/apt'
28,200,2,278,'Entire home/apt'
28,79,6,65,'Entire home/apt'
28,55,3,359,'Entire home/apt'
28,199,2,365,'Entire home/apt'
28,206,2,336,'Private room'
28,180,2,142,'Entire home/apt'
28,150,1,365,'Private room'
28,115,21,338,'Entire home/apt'
28,55,1,308,'Private room'
28,85,2,251,'Entire home/apt'
28,250,1,346,'Entire home/apt'
28,140,3,0,'Entire home/apt'
28,47,7,253,'Private room'
28,315,4,365,'Entire home/apt'
28,250,3,246,'Entire home/apt'
28,200,4,259,'Entire home/apt'
28,90,1,63,'Entire home/apt'
28,120,2,10,'Entire home/apt'
28,219,2,63,'Entire home/apt'
28,110,5,132,'Entire home/apt'
28,110,2,282,'Entire home/apt'
28,114,7,86,'Entire home/apt'
28,55,2,84,'Entire home/apt'
28,90,1,202,'Private room'
28,85,4,7,'Entire home/apt'
28,120,2,0,'Entire home/apt'
28,89,1,17,'Private room'
28,27,21,365,'Private room'
28,55,2,69,'Private room'
28,130,1,0,'Entire home/apt'
28,110,3,55,'Entire home/apt'
28,60,1,0,'Private room'
28,55,5,74,'Private room'
28,150,2,0,'Entire home/apt'
28,100,2,59,'Entire home/apt'
28,220,7,365,'Entire home/apt'
28,80,2,5,'Entire home/apt'
28,32,21,13,'Private room'
28,150,7,22,'Entire home/apt'
28,109,1,0,'Entire home/apt'
28,55,4,0,'Entire home/apt'
28,55,1,3,'Private room'
28,89,1,63,'Entire home/apt'
28,159,3,328,'Entire home/apt'
28,140,1,63,'Entire home/apt'
28,70,1,364,'Private room'
28,210,1,63,'Entire home/apt'
28,80,7,0,'Entire home/apt'
28,110,3,264,'Entire home/apt'
28,686,2,349,'Entire home/apt'
28,115,1,0,'Entire home/apt'
28,200,3,38,'Entire home/apt'
28,109,7,19,'Entire home/apt'
28,420,2,248,'Entire home/apt'
28,106,3,32,'Entire home/apt'
28,115,1,147,'Private room'
28,90,3,89,'Entire home/apt'
28,225,2,89,'Entire home/apt'
28,150,7,89,'Entire home/apt'
28,200,25,0,'Entire home/apt'
28,48,1,0,'Private room'
28,140,7,63,'Entire home/apt'
28,39,1,78,'Private room'
28,170,6,87,'Entire home/apt'
28,90,2,0,'Entire home/apt'
28,750,3,270,'Entire home/apt'
28,250,2,63,'Entire home/apt'
28,99,6,18,'Entire home/apt'
28,5000,1,365,'Entire home/apt'
28,150,7,87,'Entire home/apt'
28,140,1,0,'Entire home/apt'
28,76,2,319,'Entire home/apt'
28,428,4,358,'Entire home/apt'
28,99,3,363,'Entire home/apt'
28,160,3,295,'Entire home/apt'
28,50,1,30,'Private room'
28,280,3,206,'Entire home/apt'
28,49,1,79,'Private room'
28,340,2,122,'Entire home/apt'
28,225,4,59,'Entire home/apt'
28,43,2,329,'Private room'
28,129,1,196,'Entire home/apt'
28,88,7,0,'Private room'
28,135,3,0,'Entire home/apt'
28,50,3,41,'Private room'
28,83,28,82,'Entire home/apt'
28,120,1,192,'Private room'
28,170,1,291,'Entire home/apt'
28,65,1,0,'Private room'
28,245,2,346,'Entire home/apt'
28,150,1,274,'Entire home/apt'
28,385,1,304,'Entire home/apt'
28,100,3,365,'Entire home/apt'
28,83,3,332,'Private room'
28,475,3,116,'Entire home/apt'
28,170,1,105,'Entire home/apt'
28,30,3,26,'Private room'
28,49,2,86,'Private room'
28,80,1,350,'Private room'
28,48,5,13,'Private room'
28,85,3,90,'Entire home/apt'
28,800,1,16,'Entire home/apt'
28,72,1,24,'Private room'
28,210,5,364,'Entire home/apt'
28,85,2,0,'Private room'
28,299,3,345,'Entire home/apt'
28,60,2,265,'Private room'
28,268,1,343,'Entire home/apt'
28,350,1,0,'Private room'
28,100,2,280,'Entire home/apt'
28,100,4,28,'Entire home/apt'
28,155,3,0,'Entire home/apt'
28,75,4,240,'Entire home/apt'
28,136,3,323,'Entire home/apt'
28,50,1,44,'Private room'
28,25,2,11,'Private room'
28,127,1,178,'Entire home/apt'
28,100,4,324,'Entire home/apt'
28,275,2,0,'Entire home/apt'
28,80,1,0,'Private room'
28,190,6,0,'Entire home/apt'
28,50,1,80,'Private room'
28,99,1,195,'Private room'
28,150,4,18,'Entire home/apt'
28,100,2,7,'Entire home/apt'
28,60,1,0,'Private room'
28,40,5,358,'Private room'
28,165,1,337,'Entire home/apt'
28,165,3,365,'Entire home/apt'
28,50,2,0,'Private room'
28,250,2,63,'Entire home/apt'
28,219,7,365,'Entire home/apt'
28,118,2,256,'Private room'
28,235,4,310,'Entire home/apt'
28,95,2,350,'Entire home/apt'
28,149,2,200,'Entire home/apt'
28,149,1,178,'Entire home/apt'
28,55,2,0,'Entire home/apt'
28,65,3,0,'Entire home/apt'
28,109,1,0,'Entire home/apt'
28,70,1,73,'Private room'
28,99,1,265,'Entire home/apt'
28,39,1,72,'Private room'
28,51,2,0,'Private room'
28,2500,1,365,'Entire home/apt'
28,125,60,63,'Entire home/apt'
28,145,1,356,'Entire home/apt'
28,87,1,338,'Entire home/apt'
28,90,3,103,'Entire home/apt'
28,70,5,342,'Entire home/apt'
28,250,1,273,'Entire home/apt'
28,65,3,223,'Private room'
28,135,5,128,'Entire home/apt'
28,175,1,333,'Entire home/apt'
28,100,2,19,'Entire home/apt'
28,120,3,365,'Entire home/apt'
28,190,3,345,'Entire home/apt'
28,295,3,0,'Entire home/apt'
28,165,3,307,'Entire home/apt'
28,80,2,365,'Private room'
28,90,3,365,'Private room'
28,179,1,122,'Entire home/apt'
28,55,2,69,'Private room'
28,118,5,0,'Entire home/apt'
28,89,3,63,'Entire home/apt'
28,220,2,122,'Entire home/apt'
28,88,4,248,'Entire home/apt'
28,175,1,217,'Entire home/apt'
28,79,1,68,'Private room'
28,750,7,365,'Entire home/apt'
28,90,2,97,'Entire home/apt'
28,38,1,245,'Private room'
28,85,2,63,'Entire home/apt'
28,75,1,39,'Private room'
28,220,3,39,'Entire home/apt'
28,220,3,94,'Entire home/apt'
28,99,2,271,'Entire home/apt'
28,100,3,332,'Entire home/apt'
28,49,2,0,'Private room'
28,2500,1,365,'Entire home/apt'
28,65,2,365,'Private room'
28,135,1,131,'Entire home/apt'
28,49,1,7,'Private room'
28,99,1,255,'Entire home/apt'
28,299,2,0,'Entire home/apt'
28,78,1,22,'Entire home/apt'
28,65,1,0,'Private room'
28,219,1,208,'Entire home/apt'
28,100,1,59,'Entire home/apt'
28,178,2,31,'Entire home/apt'
28,100,2,3,'Entire home/apt'
28,240,3,365,'Entire home/apt'
28,60,2,0,'Entire home/apt'
28,250,2,47,'Entire home/apt'
28,119,4,7,'Entire home/apt'
28,179,2,54,'Entire home/apt'
28,135,1,141,'Entire home/apt'
28,65,1,106,'Private room'
28,80,5,0,'Entire home/apt'
28,54,1,236,'Entire home/apt'
28,279,2,32,'Entire home/apt'
28,70,4,25,'Entire home/apt'
28,84,1,230,'Entire home/apt'
28,85,1,63,'Entire home/apt'
28,65,2,341,'Private room'
28,44,2,157,'Private room'
28,245,5,38,'Entire home/apt'
28,950,3,271,'Entire home/apt'
28,46,5,0,'Entire home/apt'
28,199,3,73,'Entire home/apt'
28,115,5,164,'Entire home/apt'
28,42,1,255,'Private room'
28,295,3,26,'Entire home/apt'
28,99,1,360,'Entire home/apt'
28,161,7,63,'Entire home/apt'
28,240,1,365,'Entire home/apt'
28,200,3,224,'Entire home/apt'
28,140,1,22,'Private room'
28,235,90,63,'Entire home/apt'
28,691,1,365,'Entire home/apt'
28,130,6,362,'Entire home/apt'
28,100,2,185,'Private room'
28,100,2,151,'Entire home/apt'
28,63,3,8,'Private room'
28,80,2,0,'Entire home/apt'
28,60,7,0,'Private room'
28,78,2,90,'Private room'
28,30,3,24,'Private room'
28,130,1,148,'Entire home/apt'
28,190,6,195,'Entire home/apt'
28,130,3,245,'Entire home/apt'
28,230,1,136,'Entire home/apt'
28,40,1,0,'Private room'
28,100,2,40,'Entire home/apt'
28,130,1,0,'Entire home/apt'
28,173,2,160,'Entire home/apt'
28,139,1,257,'Entire home/apt'
28,135,2,212,'Entire home/apt'
28,89,5,0,'Private room'
28,69,1,90,'Entire home/apt'
28,120,1,134,'Entire home/apt'
28,550,4,237,'Entire home/apt'
28,79,6,4,'Entire home/apt'
28,125,20,339,'Entire home/apt'
28,40,1,0,'Private room'
28,219,2,332,'Entire home/apt'
28,175,2,9,'Entire home/apt'
28,165,1,56,'Entire home/apt'
28,212,2,0,'Entire home/apt'
28,65,1,14,'Entire home/apt'
28,99,3,364,'Entire home/apt'
28,73,3,252,'Private room'
28,160,2,76,'Entire home/apt'
28,100,1,63,'Entire home/apt'
28,65,1,19,'Private room'
28,100,5,69,'Entire home/apt'
28,95,1,300,'Private room'
28,58,2,0,'Private room'
28,40,1,365,'Private room'
28,90,2,170,'Entire home/apt'
28,140,1,13,'Entire home/apt'
28,100,1,365,'Private room'
28,195,10,25,'Entire home/apt'
28,69,1,63,'Entire home/apt'
28,90,3,355,'Entire home/apt'
28,166,4,0,'Entire home/apt'
28,125,2,150,'Entire home/apt'
28,220,7,251,'Entire home/apt'
28,150,7,0,'Entire home/apt'
28,550,5,363,'Entire home/apt'
28,90,2,364,'Private room'
28,325,2,72,'Entire home/apt'
28,70,1,71,'Entire home/apt'
28,45,1,342,'Private room'
28,120,3,359,'Entire home/apt'
28,73,1,62,'Entire home/apt'
28,45,1,35,'Private room'
28,74,90,365,'Entire home/apt'
28,129,3,219,'Entire home/apt'
28,125,2,14,'Entire home/apt'
28,120,1,14,'Entire home/apt'
28,80,90,107,'Entire home/apt'
28,125,1,0,'Entire home/apt'
28,95,6,0,'Entire home/apt'
28,140,3,306,'Entire home/apt'
28,140,1,63,'Entire home/apt'
28,45,1,0,'Private room'
28,65,1,63,'Entire home/apt'
28,140,2,11,'Entire home/apt'
28,309,5,251,'Entire home/apt'
28,180,2,245,'Entire home/apt'
28,185,3,0,'Entire home/apt'
28,300,1,0,'Entire home/apt'
28,100,2,83,'Entire home/apt'
28,50,3,11,'Entire home/apt'
28,425,3,329,'Entire home/apt'
28,99,2,180,'Private room'
28,48,1,0,'Private room'
28,350,1,228,'Entire home/apt'
28,35,2,30,'Private room'
28,170,2,355,'Entire home/apt'
28,150,1,4,'Entire home/apt'
28,85,13,88,'Entire home/apt'
28,425,3,357,'Entire home/apt'
28,60,5,364,'Private room'
28,98,2,128,'Entire home/apt'
28,150,1,332,'Entire home/apt'
28,187,2,58,'Entire home/apt'
28,175,3,63,'Entire home/apt'
28,130,3,136,'Entire home/apt'
28,105,3,365,'Entire home/apt'
28,100,2,278,'Entire home/apt'
28,58,2,128,'Private room'
28,195,3,332,'Entire home/apt'
28,75,1,165,'Private room'
28,70,5,0,'Private room'
28,85,5,88,'Entire home/apt'
28,70,30,358,'Shared room'
28,110,5,71,'Entire home/apt'
28,179,1,321,'Entire home/apt'
28,77,1,0,'Private room'
28,41,30,0,'Private room'
28,160,3,100,'Private room'
28,165,1,0,'Entire home/apt'
28,180,3,288,'Entire home/apt'
28,69,1,198,'Private room'
28,100,2,362,'Private room'
28,120,28,115,'Entire home/apt'
28,65,1,342,'Private room'
28,55,3,5,'Private room'
28,75,1,192,'Private room'
28,45,2,7,'Private room'
28,80,1,344,'Private room'
28,80,2,364,'Entire home/apt'
28,85,1,73,'Private room'
28,49,1,3,'Private room'
28,350,1,364,'Entire home/apt'
28,53,2,0,'Private room'
28,80,2,365,'Private room'
28,38,5,0,'Private room'
28,108,1,179,'Private room'
28,55,1,0,'Entire home/apt'
28,69,1,118,'Private room'
28,31,1,180,'Private room'
28,144,2,300,'Entire home/apt'
28,81,2,89,'Private room'
28,200,5,0,'Entire home/apt'
28,321,1,329,'Entire home/apt'
28,130,1,0,'Entire home/apt'
28,110,3,0,'Entire home/apt'
28,169,1,19,'Entire home/apt'
28,123,2,63,'Entire home/apt'
28,125,30,365,'Entire home/apt'
28,43,3,9,'Private room'
28,210,2,246,'Entire home/apt'
28,65,1,58,'Private room'
28,139,1,0,'Entire home/apt'
28,120,3,29,'Entire home/apt'
28,85,2,0,'Entire home/apt'
28,65,2,365,'Private room'
28,70,7,0,'Private room'
28,70,1,89,'Private room'
28,49,1,77,'Private room'
28,56,1,63,'Entire home/apt'
28,100,1,348,'Private room'
28,578,2,0,'Entire home/apt'
28,600,4,309,'Entire home/apt'
28,27,1,0,'Private room'
28,129,2,76,'Private room'
28,100,2,328,'Entire home/apt'
28,180,1,300,'Entire home/apt'
28,69,1,63,'Entire home/apt'
28,109,3,190,'Private room'
28,65,2,60,'Private room'
28,33,1,321,'Private room'
28,400,7,89,'Entire home/apt'
28,120,1,365,'Private room'
28,65,1,106,'Private room'
28,60,2,35,'Private room'
28,198,1,259,'Entire home/apt'
28,200,1,316,'Entire home/apt'
28,150,3,311,'Entire home/apt'
28,59,1,0,'Entire home/apt'
28,130,2,265,'Entire home/apt'
28,150,6,0,'Entire home/apt'
28,500,7,364,'Entire home/apt'
28,570,7,364,'Entire home/apt'
28,110,2,59,'Entire home/apt'
28,120,2,162,'Entire home/apt'
28,50,1,0,'Private room'
28,95,1,63,'Entire home/apt'
28,120,3,51,'Entire home/apt'
28,250,28,179,'Entire home/apt'
28,75,1,0,'Entire home/apt'
28,95,3,133,'Entire home/apt'
28,104,2,347,'Entire home/apt'
28,260,3,314,'Entire home/apt'
28,202,1,337,'Entire home/apt'
28,250,90,365,'Entire home/apt'
28,175,3,0,'Entire home/apt'
28,299,3,365,'Entire home/apt'
28,150,3,46,'Entire home/apt'
28,120,2,270,'Entire home/apt'
28,75,2,0,'Entire home/apt'
28,40,1,35,'Private room'
28,99,1,34,'Entire home/apt'
28,302,5,345,'Entire home/apt'
28,140,2,59,'Entire home/apt'
28,139,2,0,'Entire home/apt'
28,136,1,63,'Entire home/apt'
28,35,5,10,'Private room'
28,90,3,0,'Entire home/apt'
28,200,2,205,'Entire home/apt'
28,85,10,338,'Entire home/apt'
28,120,5,106,'Private room'
28,60,4,236,'Private room'
28,160,1,33,'Entire home/apt'
28,155,1,179,'Private room'
28,35,2,364,'Private room'
28,160,3,30,'Entire home/apt'
28,150,90,240,'Entire home/apt'
28,150,3,0,'Entire home/apt'
28,85,1,270,'Entire home/apt'
28,120,2,357,'Private room'
28,100,2,364,'Entire home/apt'
28,150,1,0,'Entire home/apt'
28,59,1,152,'Private room'
28,250,7,89,'Entire home/apt'
28,120,1,297,'Entire home/apt'
28,99,2,63,'Entire home/apt'
28,219,1,35,'Entire home/apt'
28,62,2,0,'Private room'
28,125,3,332,'Private room'
28,150,1,0,'Entire home/apt'
28,85,2,0,'Private room'
28,125,4,101,'Entire home/apt'
28,135,3,180,'Entire home/apt'
28,60,1,0,'Private room'
28,135,1,282,'Entire home/apt'
28,28,2,0,'Private room'
28,41,2,132,'Private room'
28,25,1,354,'Shared room'
28,100,3,63,'Entire home/apt'
28,200,1,302,'Entire home/apt'
28,52,1,0,'Private room'
28,737,3,0,'Entire home/apt'
28,320,4,358,'Entire home/apt'
28,180,3,287,'Entire home/apt'
28,320,4,46,'Entire home/apt'
28,125,3,357,'Entire home/apt'
28,150,3,325,'Entire home/apt'
28,68,2,28,'Private room'
28,65,1,123,'Private room'
28,349,1,180,'Entire home/apt'
28,120,14,74,'Entire home/apt'
28,195,1,0,'Entire home/apt'
28,283,3,0,'Entire home/apt'
28,90,3,203,'Private room'
28,81,2,15,'Entire home/apt'
28,55,1,358,'Private room'
28,190,1,293,'Entire home/apt'
28,100,2,128,'Private room'
28,63,2,90,'Private room'
28,195,5,178,'Entire home/apt'
28,59,2,69,'Private room'
28,65,3,118,'Entire home/apt'
28,110,2,277,'Entire home/apt'
28,135,7,85,'Entire home/apt'
28,485,5,55,'Entire home/apt'
28,148,7,14,'Entire home/apt'
28,255,3,47,'Entire home/apt'
28,145,1,306,'Entire home/apt'
28,139,1,361,'Entire home/apt'
28,48,2,284,'Private room'
28,110,2,19,'Private room'
28,60,1,227,'Private room'
28,132,2,132,'Entire home/apt'
28,105,2,319,'Entire home/apt'
28,115,2,63,'Entire home/apt'
28,2000,2,268,'Entire home/apt'
28,37,10,0,'Private room'
28,569,1,0,'Entire home/apt'
28,125,3,63,'Entire home/apt'
28,149,2,35,'Entire home/apt'
28,159,1,77,'Entire home/apt'
28,118,2,118,'Entire home/apt'
28,200,3,140,'Entire home/apt'
28,169,4,171,'Entire home/apt'
28,48,2,25,'Private room'
28,110,1,61,'Entire home/apt'
28,80,5,179,'Private room'
28,90,4,14,'Entire home/apt'
28,63,5,54,'Private room'
28,425,3,364,'Entire home/apt'
28,55,1,87,'Private room'
28,80,2,63,'Entire home/apt'
28,129,3,295,'Entire home/apt'
28,200,1,67,'Entire home/apt'
28,72,1,77,'Private room'
28,67,2,7,'Private room'
28,75,1,277,'Entire home/apt'
28,325,1,0,'Entire home/apt'
28,23,7,0,'Private room'
28,275,3,63,'Entire home/apt'
28,125,2,320,'Entire home/apt'
28,45,1,0,'Shared room'
28,60,3,0,'Private room'
28,200,3,139,'Entire home/apt'
28,169,4,231,'Entire home/apt'
28,52,2,72,'Private room'
28,150,6,218,'Entire home/apt'
28,250,4,188,'Entire home/apt'
28,52,2,21,'Private room'
28,150,7,365,'Entire home/apt'
28,137,3,179,'Entire home/apt'
28,90,3,0,'Entire home/apt'
28,110,2,355,'Entire home/apt'
28,90,1,63,'Entire home/apt'
28,55,1,365,'Private room'
28,105,2,29,'Entire home/apt'
28,49,1,357,'Private room'
28,299,4,230,'Entire home/apt'
28,150,3,58,'Entire home/apt'
28,70,7,87,'Private room'
28,45,1,93,'Private room'
28,105,2,96,'Entire home/apt'
28,185,11,0,'Entire home/apt'
28,300,2,31,'Entire home/apt'
28,280,2,327,'Entire home/apt'
28,40,1,86,'Private room'
28,119,4,38,'Entire home/apt'
28,100,3,355,'Entire home/apt'
28,75,1,361,'Private room'
28,40,1,179,'Private room'
28,85,3,123,'Entire home/apt'
28,150,1,11,'Entire home/apt'
28,100,1,47,'Private room'
28,150,2,125,'Entire home/apt'
28,140,9,63,'Entire home/apt'
28,50,7,365,'Private room'
28,145,1,0,'Entire home/apt'
28,300,3,365,'Entire home/apt'
28,60,1,0,'Private room'
28,70,1,243,'Private room'
28,115,1,305,'Entire home/apt'
28,175,1,175,'Entire home/apt'
28,26,3,259,'Private room'
28,90,6,8,'Entire home/apt'
28,80,1,365,'Private room'
28,70,5,0,'Entire home/apt'
28,152,4,277,'Entire home/apt'
28,95,91,63,'Entire home/apt'
28,55,1,357,'Private room'
28,90,1,116,'Entire home/apt'
28,165,1,48,'Entire home/apt'
28,155,5,36,'Entire home/apt'
28,64,7,0,'Private room'
28,400,1,0,'Entire home/apt'
28,133,2,319,'Entire home/apt'
28,150,2,0,'Entire home/apt'
28,189,1,355,'Entire home/apt'
28,94,3,3,'Entire home/apt'
28,39,1,130,'Private room'
28,165,1,266,'Entire home/apt'
28,40,1,0,'Private room'
28,120,2,126,'Entire home/apt'
28,78,1,63,'Entire home/apt'
28,80,2,0,'Entire home/apt'
28,130,2,358,'Entire home/apt'
28,70,1,0,'Private room'
28,125,1,339,'Entire home/apt'
28,330,3,228,'Entire home/apt'
28,80,3,166,'Entire home/apt'
28,99,5,73,'Entire home/apt'
28,200,1,180,'Private room'
28,51,1,0,'Private room'
28,49,14,14,'Private room'
28,120,2,0,'Entire home/apt'
28,58,2,81,'Private room'
28,69,3,0,'Entire home/apt'
28,300,3,0,'Entire home/apt'
28,60,1,197,'Private room'
28,45,2,153,'Private room'
28,125,3,0,'Entire home/apt'
28,300,1,0,'Entire home/apt'
28,89,2,0,'Entire home/apt'
28,85,2,325,'Entire home/apt'
28,99,2,89,'Private room'
28,128,7,277,'Entire home/apt'
28,110,2,0,'Entire home/apt'
28,250,2,0,'Entire home/apt'
28,69,1,152,'Private room'
28,99,2,31,'Entire home/apt'
28,50,1,0,'Private room'
28,65,1,63,'Entire home/apt'
28,130,2,363,'Entire home/apt'
28,150,7,365,'Entire home/apt'
28,49,2,5,'Private room'
28,99,2,0,'Entire home/apt'
28,500,6,64,'Entire home/apt'
28,150,1,365,'Entire home/apt'
28,75,1,0,'Private room'
28,110,3,179,'Entire home/apt'
28,225,1,251,'Entire home/apt'
28,150,1,0,'Private room'
28,200,1,241,'Entire home/apt'
28,150,1,344,'Entire home/apt'
28,77,1,63,'Entire home/apt'
28,165,6,0,'Entire home/apt'
28,232,7,364,'Entire home/apt'
28,255,1,365,'Entire home/apt'
28,100,4,0,'Entire home/apt'
