@relation dataset2

@attribute neighbourhood numeric
@attribute price numeric
@attribute minimum_nights numeric
@attribute availability_365 numeric
@attribute room_type {'Private room','Entire home/apt','Shared room'}

@data
20,80,2,0,'Entire home/apt'
20,130,3,364,'Entire home/apt'
20,75,5,0,'Private room'
20,26,1,364,'Private room'
20,75,2,46,'Entire home/apt'
20,400,1,364,'Entire home/apt'
20,75,11,0,'Entire home/apt'
20,30,1,341,'Private room'
20,17,1,365,'Private room'
20,61,7,15,'Entire home/apt'
20,40,2,176,'Private room'
20,30,2,61,'Private room'
20,250,14,365,'Entire home/apt'
20,29,4,364,'Private room'
20,26,1,87,'Private room'
20,65,1,0,'Private room'
20,60,2,341,'Private room'
20,80,1,0,'Entire home/apt'
20,125,3,89,'Entire home/apt'
20,110,3,54,'Entire home/apt'
20,96,2,312,'Entire home/apt'
20,22,2,301,'Private room'
20,45,1,343,'Private room'
20,49,1,343,'Private room'
20,150,20,364,'Private room'
20,46,7,92,'Private room'
20,30,2,301,'Private room'
20,149,3,69,'Entire home/apt'
20,58,3,59,'Entire home/apt'
20,38,1,365,'Private room'
20,20,2,87,'Private room'
20,49,1,0,'Private room'
20,45,1,172,'Private room'
20,39,3,0,'Entire home/apt'
20,40,1,365,'Private room'
20,25,1,365,'Private room'
20,19,1,352,'Private room'
20,79,3,0,'Entire home/apt'
20,59,7,0,'Entire home/apt'
20,180,2,238,'Entire home/apt'
20,60,2,0,'Entire home/apt'
20,240,1,139,'Entire home/apt'
20,80,2,105,'Private room'
20,35,1,365,'Private room'
20,105,180,332,'Entire home/apt'
20,125,1,364,'Private room'
20,125,2,170,'Entire home/apt'
20,30,1,346,'Private room'
20,38,1,348,'Private room'
20,55,3,176,'Entire home/apt'
20,40,2,244,'Private room'
20,85,1,365,'Private room'
20,100,1,86,'Private room'
20,100,3,358,'Entire home/apt'
20,50,1,0,'Private room'
20,57,1,364,'Private room'
20,100,3,333,'Entire home/apt'
20,40,1,365,'Private room'
20,150,1,365,'Entire home/apt'
20,15,3,60,'Private room'
20,30,1,324,'Private room'
20,38,2,80,'Private room'
20,58,1,353,'Private room'
20,39,3,40,'Private room'
20,100,2,364,'Private room'
20,25,1,364,'Private room'
20,120,2,141,'Entire home/apt'
20,37,1,354,'Private room'
20,30,1,74,'Private room'
20,32,1,178,'Private room'
20,30,1,365,'Private room'
20,35,1,64,'Private room'
20,35,1,361,'Private room'
20,119,1,62,'Entire home/apt'
20,90,2,184,'Entire home/apt'
20,25,1,363,'Private room'
20,32,30,365,'Private room'
20,150,7,0,'Private room'
20,90,3,276,'Entire home/apt'
20,35,2,364,'Private room'
20,27,1,179,'Private room'
20,23,2,172,'Private room'
20,69,3,66,'Entire home/apt'
20,58,1,272,'Private room'
20,50,2,365,'Private room'
20,68,1,0,'Private room'
20,35,2,46,'Private room'
20,90,1,284,'Entire home/apt'
20,55,2,58,'Private room'
20,112,7,253,'Entire home/apt'
20,65,5,217,'Entire home/apt'
20,180,3,361,'Entire home/apt'
20,90,2,335,'Entire home/apt'
20,35,1,0,'Private room'
20,56,2,0,'Entire home/apt'
20,25,2,0,'Private room'
20,25,1,307,'Private room'
20,65,1,85,'Private room'
20,27,1,332,'Private room'
20,45,1,354,'Private room'
20,115,2,62,'Entire home/apt'
20,25,1,365,'Private room'
20,400,7,363,'Entire home/apt'
20,120,2,172,'Entire home/apt'
20,50,3,335,'Private room'
20,175,2,8,'Entire home/apt'
20,45,2,362,'Private room'
20,41,1,365,'Private room'
20,260,6,0,'Entire home/apt'
20,75,3,138,'Entire home/apt'
20,65,1,0,'Private room'
20,25,2,365,'Private room'
20,40,1,90,'Private room'
20,45,1,362,'Entire home/apt'
20,325,3,0,'Entire home/apt'
20,50,1,0,'Private room'
20,100,3,334,'Entire home/apt'
20,40,2,365,'Private room'
20,48,3,89,'Entire home/apt'
20,45,1,88,'Private room'
20,27,2,0,'Private room'
20,23,2,20,'Private room'
20,40,1,174,'Private room'
20,40,2,365,'Private room'
20,69,3,4,'Entire home/apt'
20,50,1,0,'Private room'
20,16,3,140,'Private room'
20,200,1,365,'Entire home/apt'
20,44,1,0,'Entire home/apt'
20,20,6,332,'Private room'
20,130,1,339,'Entire home/apt'
20,60,30,0,'Entire home/apt'
20,99,1,0,'Entire home/apt'
20,48,2,364,'Private room'
20,32,1,0,'Private room'
20,20,1,353,'Private room'
20,35,1,179,'Private room'
20,37,1,0,'Private room'
20,120,7,0,'Private room'
20,55,1,0,'Entire home/apt'
20,200,2,281,'Entire home/apt'
20,40,2,0,'Private room'
20,150,3,45,'Entire home/apt'
20,21,1,52,'Private room'
20,90,1,296,'Private room'
20,25,3,362,'Private room'
20,79,4,41,'Entire home/apt'
20,22,1,0,'Private room'
20,50,2,329,'Private room'
20,30,1,365,'Private room'
20,48,3,0,'Entire home/apt'
20,21,1,365,'Private room'
20,43,1,17,'Private room'
20,199,2,343,'Entire home/apt'
20,30,1,303,'Private room'
20,69,3,7,'Entire home/apt'
20,35,1,364,'Private room'
20,25,1,40,'Private room'
20,68,1,364,'Private room'
20,70,1,365,'Private room'
20,21,2,365,'Private room'
20,40,1,365,'Shared room'
20,40,1,179,'Private room'
20,21,6,362,'Private room'
20,33,2,358,'Private room'
20,120,1,351,'Entire home/apt'
20,140,3,339,'Entire home/apt'
20,30,1,0,'Private room'
20,45,2,13,'Entire home/apt'
20,68,2,360,'Private room'
20,25,2,364,'Private room'
20,66,3,224,'Entire home/apt'
20,64,4,364,'Entire home/apt'
20,50,1,365,'Private room'
20,30,1,365,'Private room'
20,400,14,0,'Entire home/apt'
20,59,2,333,'Private room'
20,70,14,134,'Entire home/apt'
20,85,2,0,'Entire home/apt'
20,38,4,302,'Private room'
20,95,1,14,'Entire home/apt'
20,95,2,14,'Entire home/apt'
20,30,1,272,'Private room'
20,36,6,199,'Private room'
20,78,5,0,'Entire home/apt'
20,48,1,355,'Private room'
20,99,2,50,'Entire home/apt'
20,58,1,338,'Private room'
20,22,2,145,'Private room'
20,28,1,90,'Private room'
20,59,1,358,'Private room'
20,60,1,362,'Private room'
20,28,2,89,'Shared room'
20,40,2,0,'Private room'
20,150,4,235,'Entire home/apt'
20,40,3,176,'Private room'
20,25,1,360,'Private room'
20,35,2,82,'Private room'
20,37,1,180,'Private room'
20,80,2,0,'Entire home/apt'
20,125,3,132,'Entire home/apt'
20,38,2,16,'Private room'
20,100,2,174,'Entire home/apt'
20,37,1,362,'Private room'
20,60,1,70,'Private room'
20,80,1,30,'Entire home/apt'
20,85,7,365,'Private room'
20,35,1,92,'Private room'
20,32,1,7,'Private room'
20,149,2,292,'Entire home/apt'
20,250,2,364,'Entire home/apt'
20,165,2,220,'Entire home/apt'
20,27,1,303,'Private room'
20,45,1,365,'Private room'
20,70,1,27,'Entire home/apt'
20,40,2,0,'Private room'
20,29,1,215,'Private room'
20,30,1,365,'Private room'
20,30,1,225,'Private room'
20,99,1,351,'Entire home/apt'
20,21,1,0,'Private room'
20,50,1,267,'Private room'
20,45,1,300,'Private room'
20,58,2,62,'Entire home/apt'
20,40,1,89,'Private room'
20,40,2,0,'Entire home/apt'
20,95,3,24,'Entire home/apt'
20,40,1,356,'Private room'
20,100,1,276,'Private room'
20,59,4,64,'Entire home/apt'
20,137,2,139,'Entire home/apt'
20,42,1,91,'Private room'
20,70,1,0,'Entire home/apt'
20,150,2,2,'Entire home/apt'
20,50,2,209,'Private room'
20,220,3,362,'Entire home/apt'
20,35,6,365,'Private room'
20,23,1,156,'Private room'
20,35,3,67,'Private room'
20,105,2,158,'Entire home/apt'
20,30,1,275,'Private room'
20,79,1,38,'Entire home/apt'
20,40,1,40,'Private room'
20,98,1,320,'Entire home/apt'
20,89,2,74,'Entire home/apt'
20,25,1,365,'Private room'
20,105,3,200,'Entire home/apt'
20,30,1,365,'Private room'
20,177,1,67,'Entire home/apt'
20,27,1,133,'Private room'
20,120,3,359,'Entire home/apt'
20,30,1,0,'Private room'
20,121,4,364,'Entire home/apt'
20,40,2,277,'Private room'
20,99,2,0,'Entire home/apt'
20,140,3,322,'Entire home/apt'
20,80,2,0,'Entire home/apt'
20,140,2,23,'Entire home/apt'
20,65,1,90,'Private room'
20,40,1,365,'Shared room'
20,75,5,89,'Entire home/apt'
20,45,1,362,'Private room'
20,60,1,180,'Private room'
20,50,2,150,'Private room'
20,22,1,365,'Private room'
20,25,1,0,'Private room'
20,49,1,59,'Private room'
20,110,2,177,'Entire home/apt'
20,80,1,361,'Entire home/apt'
20,27,2,364,'Private room'
20,90,3,0,'Entire home/apt'
20,25,1,46,'Entire home/apt'
20,85,1,365,'Private room'
20,39,2,173,'Private room'
20,40,1,365,'Private room'
20,70,1,4,'Entire home/apt'
20,50,3,344,'Entire home/apt'
20,180,1,88,'Entire home/apt'
20,85,2,4,'Entire home/apt'
20,37,7,363,'Private room'
20,129,15,327,'Entire home/apt'
20,55,1,14,'Entire home/apt'
20,50,3,0,'Entire home/apt'
20,25,1,338,'Private room'
20,55,1,352,'Private room'
20,350,5,57,'Entire home/apt'
20,30,1,364,'Private room'
20,30,1,0,'Private room'
20,38,2,251,'Private room'
20,40,6,365,'Private room'
20,75,2,41,'Entire home/apt'
20,125,7,358,'Entire home/apt'
20,65,2,0,'Entire home/apt'
20,57,2,180,'Private room'
20,39,1,319,'Private room'
20,45,5,363,'Private room'
20,65,2,155,'Entire home/apt'
20,65,2,18,'Entire home/apt'
20,110,2,3,'Entire home/apt'
20,40,2,0,'Private room'
20,28,1,180,'Private room'
20,75,1,0,'Private room'
20,55,1,365,'Private room'
20,40,1,0,'Private room'
20,215,3,0,'Entire home/apt'
20,165,2,363,'Entire home/apt'
20,150,3,216,'Entire home/apt'
20,110,2,63,'Entire home/apt'
20,40,2,364,'Private room'
20,30,1,234,'Private room'
20,32,3,364,'Private room'
20,40,1,365,'Private room'
20,75,1,0,'Entire home/apt'
20,38,3,0,'Private room'
20,40,1,365,'Private room'
20,75,1,365,'Private room'
20,19,1,365,'Shared room'
20,29,1,7,'Private room'
20,145,10,0,'Entire home/apt'
20,30,4,0,'Private room'
20,120,2,102,'Entire home/apt'
20,55,2,63,'Private room'
20,30,7,0,'Private room'
20,95,3,216,'Private room'
20,51,90,276,'Entire home/apt'
20,30,1,72,'Private room'
20,65,2,365,'Private room'
20,37,1,9,'Private room'
20,36,2,63,'Entire home/apt'
20,27,1,365,'Private room'
20,30,1,311,'Private room'
20,220,3,0,'Entire home/apt'
20,17,1,179,'Private room'
20,75,1,0,'Private room'
20,26,1,277,'Private room'
20,300,2,0,'Entire home/apt'
20,49,1,362,'Private room'
20,32,1,76,'Private room'
20,35,3,365,'Private room'
20,35,2,64,'Private room'
20,179,1,118,'Entire home/apt'
20,100,2,324,'Entire home/apt'
20,35,2,8,'Entire home/apt'
20,155,2,353,'Entire home/apt'
20,93,5,193,'Entire home/apt'
20,80,1,136,'Private room'
20,120,2,347,'Entire home/apt'
20,50,1,365,'Private room'
20,140,1,358,'Entire home/apt'
20,60,6,0,'Entire home/apt'
20,35,1,365,'Private room'
20,50,1,365,'Private room'
20,59,4,273,'Private room'
20,70,3,185,'Entire home/apt'
20,35,1,363,'Private room'
20,133,1,93,'Entire home/apt'
20,130,24,290,'Entire home/apt'
20,42,2,44,'Entire home/apt'
20,35,2,84,'Private room'
20,57,14,309,'Entire home/apt'
20,175,1,359,'Entire home/apt'
20,239,2,303,'Entire home/apt'
20,19,3,106,'Private room'
20,125,1,63,'Entire home/apt'
20,130,3,63,'Entire home/apt'
20,35,2,52,'Private room'
20,48,3,3,'Entire home/apt'
20,12,1,75,'Shared room'
20,35,5,363,'Private room'
20,100,1,14,'Entire home/apt'
20,50,1,363,'Private room'
20,125,1,0,'Private room'
20,54,7,0,'Entire home/apt'
20,65,1,83,'Private room'
20,30,14,0,'Private room'
20,85,3,0,'Private room'
20,140,1,365,'Entire home/apt'
20,49,1,356,'Private room'
20,25,1,365,'Private room'
20,55,2,247,'Private room'
20,89,3,29,'Entire home/apt'
20,45,2,279,'Private room'
20,40,2,284,'Private room'
20,95,3,334,'Entire home/apt'
20,19,1,43,'Shared room'
20,22,5,364,'Private room'
20,67,2,364,'Entire home/apt'
20,22,1,172,'Private room'
20,80,1,365,'Private room'
20,100,1,0,'Entire home/apt'
20,90,2,363,'Entire home/apt'
20,128,2,8,'Entire home/apt'
20,49,1,0,'Private room'
20,30,1,316,'Private room'
20,12,1,358,'Shared room'
20,30,1,287,'Private room'
20,300,1,364,'Entire home/apt'
20,40,1,63,'Private room'
20,32,2,8,'Private room'
20,60,2,359,'Entire home/apt'
20,19,1,0,'Private room'
20,50,1,178,'Private room'
20,100,3,335,'Entire home/apt'
20,50,1,33,'Private room'
20,200,3,345,'Entire home/apt'
20,250,2,144,'Entire home/apt'
20,45,1,69,'Private room'
20,30,1,154,'Private room'
20,70,3,62,'Entire home/apt'
20,45,1,47,'Private room'
20,79,1,364,'Private room'
20,90,3,152,'Entire home/apt'
20,120,2,0,'Entire home/apt'
20,165,4,0,'Entire home/apt'
20,35,5,365,'Private room'
20,60,1,363,'Private room'
20,36,3,46,'Private room'
20,140,3,62,'Entire home/apt'
20,130,3,365,'Entire home/apt'
20,125,10,0,'Entire home/apt'
20,90,4,84,'Entire home/apt'
20,85,3,311,'Entire home/apt'
20,20,1,364,'Private room'
20,30,6,365,'Private room'
20,30,3,253,'Private room'
20,165,3,297,'Entire home/apt'
20,30,3,293,'Private room'
20,26,1,364,'Private room'
20,41,1,108,'Private room'
20,29,2,365,'Private room'
20,25,1,44,'Private room'
20,40,2,365,'Private room'
20,45,1,355,'Private room'
20,120,3,1,'Entire home/apt'
20,70,2,89,'Private room'
20,49,1,362,'Private room'
20,46,2,68,'Entire home/apt'
20,50,1,81,'Private room'
20,120,6,365,'Private room'
20,55,1,135,'Private room'
20,150,2,87,'Entire home/apt'
20,40,2,249,'Entire home/apt'
20,27,5,137,'Private room'
20,20,2,74,'Private room'
20,150,2,286,'Entire home/apt'
20,45,1,88,'Private room'
20,130,3,0,'Entire home/apt'
20,295,5,199,'Entire home/apt'
20,85,1,362,'Entire home/apt'
20,140,2,338,'Entire home/apt'
20,35,1,365,'Private room'
20,19,3,300,'Private room'
20,26,1,241,'Private room'
20,75,2,86,'Entire home/apt'
20,90,1,0,'Entire home/apt'
20,39,2,334,'Private room'
20,20,7,0,'Private room'
20,19,3,82,'Private room'
20,104,1,15,'Entire home/apt'
20,49,1,361,'Private room'
20,143,2,323,'Entire home/apt'
20,86,4,179,'Entire home/apt'
20,25,1,63,'Private room'
20,70,2,273,'Entire home/apt'
20,38,1,348,'Private room'
20,95,3,364,'Entire home/apt'
20,150,3,365,'Entire home/apt'
20,19,2,336,'Private room'
20,125,5,97,'Entire home/apt'
20,30,1,0,'Private room'
20,40,1,88,'Private room'
20,50,1,89,'Private room'
20,113,1,0,'Private room'
20,113,1,0,'Private room'
20,45,3,356,'Private room'
20,31,1,268,'Private room'
20,50,1,0,'Private room'
20,32,1,157,'Private room'
20,27,1,362,'Private room'
20,55,2,80,'Private room'
20,45,1,365,'Private room'
20,113,1,0,'Private room'
20,30,1,0,'Private room'
20,16,4,65,'Private room'
20,50,14,89,'Private room'
20,105,2,80,'Entire home/apt'
20,95,1,168,'Entire home/apt'
20,18,4,359,'Private room'
20,75,6,78,'Entire home/apt'
20,55,1,365,'Private room'
20,43,3,350,'Private room'
20,92,1,77,'Entire home/apt'
20,25,3,66,'Private room'
20,150,3,10,'Entire home/apt'
20,50,1,355,'Private room'
20,50,1,365,'Private room'
20,65,2,365,'Private room'
20,149,3,0,'Entire home/apt'
20,55,3,81,'Private room'
20,69,1,68,'Entire home/apt'
20,180,1,365,'Entire home/apt'
20,28,2,82,'Private room'
20,75,1,163,'Private room'
20,69,3,77,'Entire home/apt'
20,162,2,365,'Entire home/apt'
20,23,1,326,'Private room'
20,40,2,102,'Private room'
20,30,1,364,'Private room'
20,46,1,358,'Private room'
20,100,2,48,'Entire home/apt'
20,95,2,326,'Entire home/apt'
20,45,1,0,'Entire home/apt'
20,50,1,68,'Private room'
20,35,1,337,'Private room'
20,150,1,358,'Entire home/apt'
20,49,2,71,'Private room'
20,32,1,226,'Private room'
20,26,14,365,'Private room'
20,100,2,242,'Entire home/apt'
20,63,3,27,'Entire home/apt'
20,50,1,86,'Private room'
20,30,1,24,'Private room'
20,150,1,62,'Entire home/apt'
20,95,2,360,'Entire home/apt'
20,25,3,304,'Private room'
20,18,1,357,'Private room'
20,50,2,164,'Entire home/apt'
20,35,1,358,'Private room'
20,24,1,87,'Private room'
20,35,1,180,'Private room'
20,24,2,364,'Private room'
20,145,2,351,'Entire home/apt'
20,71,3,60,'Entire home/apt'
20,22,13,39,'Private room'
20,140,3,339,'Entire home/apt'
20,11,1,365,'Shared room'
20,25,1,121,'Private room'
20,58,1,19,'Entire home/apt'
20,20,1,359,'Shared room'
20,22,1,363,'Private room'
20,70,1,0,'Entire home/apt'
20,31,1,28,'Private room'
20,39,1,323,'Private room'
20,80,1,0,'Private room'
20,127,1,178,'Private room'
20,77,2,86,'Private room'
20,25,3,364,'Private room'
20,82,1,199,'Entire home/apt'
20,100,7,2,'Entire home/apt'
20,80,2,39,'Entire home/apt'
20,19,4,351,'Private room'
20,37,3,363,'Private room'
20,44,1,179,'Private room'
20,21,3,146,'Private room'
20,90,1,88,'Entire home/apt'
20,149,2,127,'Entire home/apt'
20,25,2,90,'Private room'
20,35,3,182,'Private room'
20,70,2,88,'Private room'
20,32,3,339,'Private room'
20,140,1,364,'Entire home/apt'
20,86,1,185,'Private room'
20,25,1,364,'Private room'
20,25,1,353,'Private room'
20,70,1,346,'Private room'
20,70,3,0,'Private room'
20,34,3,135,'Private room'
20,27,1,78,'Private room'
20,44,1,275,'Private room'
20,40,1,308,'Private room'
20,19,1,364,'Private room'
20,75,4,40,'Entire home/apt'
20,37,6,262,'Private room'
20,22,3,67,'Private room'
20,145,3,301,'Entire home/apt'
20,46,1,361,'Private room'
20,40,1,327,'Private room'
20,140,2,365,'Entire home/apt'
20,38,1,0,'Private room'
20,220,1,0,'Entire home/apt'
20,70,1,365,'Private room'
20,45,3,365,'Private room'
20,38,1,0,'Private room'
20,68,1,32,'Entire home/apt'
20,40,1,314,'Private room'
20,135,2,0,'Entire home/apt'
20,33,4,128,'Entire home/apt'
20,85,1,0,'Private room'
20,100,2,32,'Entire home/apt'
20,35,1,365,'Private room'
20,22,3,149,'Private room'
20,195,3,333,'Entire home/apt'
20,110,1,353,'Entire home/apt'
20,40,1,365,'Private room'
20,250,3,214,'Entire home/apt'
20,35,1,354,'Private room'
20,45,2,364,'Private room'
20,62,20,128,'Private room'
20,79,1,180,'Shared room'
20,50,1,60,'Private room'
20,34,1,131,'Private room'
20,120,3,179,'Entire home/apt'
20,100,14,0,'Entire home/apt'
20,120,1,364,'Entire home/apt'
20,100,2,365,'Private room'
20,38,1,365,'Private room'
20,120,2,79,'Entire home/apt'
20,175,2,155,'Entire home/apt'
20,100,2,61,'Entire home/apt'
20,45,14,139,'Private room'
20,40,7,336,'Private room'
20,45,2,88,'Private room'
20,150,7,0,'Private room'
20,28,1,65,'Private room'
20,45,1,351,'Private room'
20,30,1,365,'Private room'
20,30,1,354,'Private room'
20,126,3,355,'Entire home/apt'
20,60,2,0,'Entire home/apt'
20,100,5,319,'Entire home/apt'
20,23,2,157,'Private room'
20,60,5,365,'Private room'
20,30,1,353,'Private room'
20,50,7,0,'Private room'
20,100,2,0,'Entire home/apt'
20,45,2,75,'Private room'
20,70,5,365,'Private room'
20,128,1,365,'Entire home/apt'
20,50,2,72,'Private room'
20,50,2,1,'Entire home/apt'
20,25,3,243,'Private room'
20,21,4,214,'Private room'
20,30,3,365,'Private room'
20,21,1,67,'Private room'
20,60,3,0,'Entire home/apt'
20,40,2,178,'Private room'
20,70,1,365,'Shared room'
20,160,3,62,'Entire home/apt'
20,40,1,168,'Private room'
20,27,1,63,'Private room'
20,250,7,364,'Entire home/apt'
20,40,1,180,'Private room'
20,19,1,179,'Private room'
20,25,1,0,'Private room'
20,95,2,344,'Entire home/apt'
20,23,2,151,'Private room'
20,38,1,344,'Private room'
20,27,2,83,'Private room'
20,75,1,0,'Entire home/apt'
20,79,2,0,'Entire home/apt'
20,33,2,336,'Private room'
20,25,1,307,'Entire home/apt'
20,25,1,83,'Private room'
20,14,4,44,'Private room'
20,100,1,365,'Private room'
20,150,1,346,'Entire home/apt'
20,45,1,363,'Private room'
20,40,1,334,'Private room'
20,40,1,72,'Private room'
20,69,3,0,'Entire home/apt'
20,120,7,365,'Entire home/apt'
20,80,2,151,'Entire home/apt'
20,19,1,364,'Private room'
20,145,1,178,'Entire home/apt'
20,93,7,346,'Entire home/apt'
20,50,1,127,'Private room'
20,47,2,71,'Private room'
20,30,3,276,'Private room'
20,25,1,0,'Private room'
20,42,2,66,'Private room'
20,17,4,0,'Private room'
20,60,7,307,'Entire home/apt'
20,100,1,362,'Private room'
20,60,3,0,'Entire home/apt'
20,120,2,27,'Entire home/apt'
20,40,1,57,'Private room'
20,85,1,363,'Private room'
20,521,1,365,'Private room'
20,135,2,28,'Entire home/apt'
20,50,1,0,'Private room'
20,130,3,316,'Entire home/apt'
20,80,7,0,'Private room'
20,40,2,365,'Private room'
20,39,2,82,'Private room'
20,45,1,163,'Private room'
20,50,1,90,'Private room'
20,50,1,0,'Private room'
20,53,2,365,'Private room'
20,50,3,326,'Entire home/apt'
20,48,1,0,'Private room'
20,47,1,300,'Entire home/apt'
20,50,1,364,'Private room'
20,15,1,342,'Shared room'
20,30,1,365,'Private room'
20,130,3,356,'Entire home/apt'
20,45,5,365,'Private room'
20,100,1,0,'Entire home/apt'
20,40,1,0,'Private room'
20,60,2,50,'Private room'
20,100,1,365,'Private room'
20,22,1,73,'Private room'
20,40,2,90,'Private room'
20,24,1,355,'Private room'
20,35,1,304,'Private room'
20,147,1,167,'Entire home/apt'
20,78,1,179,'Private room'
20,45,1,365,'Private room'
20,42,1,0,'Private room'
20,80,1,351,'Private room'
20,60,1,296,'Entire home/apt'
20,110,2,320,'Entire home/apt'
20,38,1,0,'Private room'
20,100,2,365,'Entire home/apt'
20,50,1,0,'Entire home/apt'
20,45,1,6,'Private room'
20,76,1,363,'Private room'
20,100,7,153,'Entire home/apt'
20,200,1,360,'Entire home/apt'
20,70,2,2,'Private room'
20,70,1,350,'Private room'
20,37,1,73,'Private room'
20,35,1,150,'Private room'
20,38,1,163,'Private room'
20,62,1,68,'Entire home/apt'
20,130,2,62,'Shared room'
20,95,3,238,'Entire home/apt'
18,25,1,364,'Private room'
18,40,1,365,'Private room'
18,39,2,364,'Private room'
18,22,2,178,'Private room'
18,29,2,365,'Private room'
18,70,1,0,'Entire home/apt'
18,40,1,0,'Entire home/apt'
18,90,4,206,'Entire home/apt'
18,75,2,365,'Entire home/apt'
18,30,1,42,'Private room'
18,45,6,365,'Private room'
18,20,1,67,'Private room'
18,115,3,358,'Entire home/apt'
18,180,2,365,'Entire home/apt'
18,300,2,185,'Entire home/apt'
18,21,5,164,'Private room'
18,75,1,220,'Entire home/apt'
18,28,1,0,'Private room'
18,55,10,0,'Entire home/apt'
18,30,2,89,'Private room'
18,20,1,365,'Private room'
18,25,1,365,'Private room'
18,25,7,178,'Private room'
18,95,3,365,'Private room'
18,30,2,325,'Private room'
18,19,1,358,'Private room'
18,29,3,365,'Private room'
18,25,3,365,'Private room'
18,60,1,34,'Entire home/apt'
18,17,1,365,'Shared room'
18,30,1,365,'Private room'
18,49,1,365,'Private room'
18,27,1,310,'Private room'
18,37,1,365,'Private room'
18,29,1,45,'Private room'
18,15,1,365,'Private room'
18,25,2,66,'Private room'
18,25,2,58,'Private room'
18,20,1,223,'Private room'
18,40,1,0,'Private room'
18,17,30,178,'Private room'
18,40,2,364,'Private room'
18,35,1,365,'Private room'
18,16,1,365,'Shared room'
18,23,1,363,'Private room'
18,19,7,162,'Private room'
18,20,1,0,'Private room'
18,49,1,363,'Private room'
18,68,5,141,'Entire home/apt'
18,25,2,81,'Private room'
18,22,1,99,'Private room'
18,25,2,88,'Private room'
18,55,90,61,'Entire home/apt'
18,55,3,365,'Entire home/apt'
18,35,5,6,'Entire home/apt'
18,33,1,330,'Private room'
18,23,1,361,'Private room'
18,25,1,89,'Private room'
18,42,3,365,'Private room'
18,30,1,365,'Private room'
18,80,1,365,'Entire home/apt'
18,140,1,365,'Entire home/apt'
18,30,3,358,'Private room'
18,30,1,365,'Private room'
18,21,5,0,'Private room'
18,50,2,145,'Entire home/apt'
18,60,1,72,'Private room'
18,21,1,330,'Private room'
18,30,3,66,'Private room'
18,50,2,364,'Private room'
18,25,2,41,'Private room'
18,35,7,365,'Private room'
18,25,2,10,'Private room'
18,49,1,354,'Private room'
18,50,1,365,'Private room'
18,24,3,100,'Private room'
18,60,1,365,'Private room'
18,75,1,177,'Entire home/apt'
18,40,1,89,'Private room'
18,30,1,365,'Shared room'
18,79,1,278,'Entire home/apt'
18,80,3,0,'Entire home/apt'
18,100,1,27,'Entire home/apt'
18,45,1,364,'Private room'
18,33,1,295,'Private room'
18,37,1,365,'Private room'
18,40,5,364,'Entire home/apt'
18,79,5,363,'Entire home/apt'
18,35,2,180,'Private room'
18,35,1,363,'Private room'
18,140,2,190,'Entire home/apt'
18,30,1,321,'Private room'
18,50,2,365,'Entire home/apt'
18,40,3,63,'Entire home/apt'
18,110,2,152,'Entire home/apt'
18,30,2,27,'Private room'
18,50,2,40,'Entire home/apt'
18,40,1,181,'Private room'
18,21,5,0,'Private room'
18,106,2,365,'Private room'
18,30,1,343,'Private room'
18,145,2,365,'Entire home/apt'
18,69,2,62,'Entire home/apt'
18,35,2,353,'Private room'
18,101,2,8,'Entire home/apt'
18,15,1,365,'Shared room'
18,35,2,343,'Private room'
18,25,1,0,'Private room'
18,25,1,0,'Private room'
18,49,1,364,'Private room'
18,40,1,365,'Private room'
18,38,1,54,'Entire home/apt'
18,30,2,90,'Private room'
18,33,1,364,'Private room'
18,150,3,199,'Entire home/apt'
5,45,1,364,'Private room'
5,30,5,241,'Private room'
5,110,1,365,'Private room'
5,295,1,0,'Entire home/apt'
5,49,1,365,'Private room'
5,80,3,365,'Private room'
5,40,1,160,'Private room'
5,120,1,0,'Private room'
5,65,2,79,'Private room'
5,80,3,0,'Private room'
5,75,1,365,'Private room'
5,55,1,58,'Private room'
5,37,1,113,'Private room'
5,99,7,0,'Entire home/apt'
5,600,3,298,'Entire home/apt'
5,130,2,216,'Entire home/apt'
5,35,1,184,'Private room'
5,279,4,0,'Entire home/apt'
5,39,1,155,'Private room'
5,80,1,237,'Private room'
5,60,3,361,'Private room'
5,35,1,261,'Private room'
5,175,2,300,'Entire home/apt'
5,99,2,290,'Entire home/apt'
5,22,5,0,'Private room'
5,85,3,0,'Entire home/apt'
5,62,2,336,'Entire home/apt'
5,60,2,363,'Private room'
5,42,1,79,'Private room'
5,120,3,53,'Entire home/apt'
5,45,2,358,'Private room'
5,45,1,365,'Private room'
5,75,3,13,'Entire home/apt'
5,80,1,0,'Entire home/apt'
5,38,2,348,'Private room'
5,34,1,364,'Private room'
5,86,7,0,'Entire home/apt'
5,35,7,86,'Private room'
5,68,2,0,'Entire home/apt'
5,80,1,0,'Entire home/apt'
5,35,1,0,'Private room'
5,90,1,189,'Entire home/apt'
5,45,1,0,'Private room'
5,139,3,0,'Entire home/apt'
5,79,7,44,'Entire home/apt'
5,59,1,364,'Private room'
5,102,2,34,'Entire home/apt'
5,83,4,238,'Entire home/apt'
5,50,1,85,'Private room'
5,100,1,0,'Private room'
5,25,1,181,'Private room'
5,55,1,181,'Private room'
5,210,10,85,'Entire home/apt'
5,37,1,250,'Private room'
5,104,3,232,'Entire home/apt'
5,25,1,60,'Private room'
5,65,1,365,'Private room'
