price,minimum_nights,availability_365,neighbourhood,room_type
30,1,295,23,1
28,2,352,23,1
155,4,358,23,2
197,2,201,23,2
99,2,62,23,2
40,2,364,23,1
35,2,364,23,1
49,1,365,23,1
69,1,365,23,1
99,1,364,23,2
200,7,0,23,2
52,4,16,23,1
140,4,355,23,2
37,1,364,23,1
56,1,80,23,2
35,1,245,23,1
37,2,0,23,1
70,3,0,23,2
52,1,321,23,1
60,3,76,23,1
105,1,171,23,1
49,2,93,23,1
50,1,2,23,1
65,2,169,23,2
40,1,327,23,1
29,2,365,23,1
100,1,50,23,2
100,1,169,23,1
102,5,339,23,2
68,1,321,23,1
150,2,0,23,2
80,2,31,23,2
50,1,322,23,1
120,4,21,23,2
90,2,163,23,2
59,2,0,23,2
50,1,348,23,1
80,7,12,23,2
67,6,128,23,2
40,4,57,23,1
23,1,57,23,1
115,2,210,23,2
41,2,19,23,1
50,2,0,23,2
48,2,178,23,1
53,1,89,23,1
44,2,150,23,1
155,4,365,23,2
39,2,0,23,1
70,3,19,23,2
141,5,88,23,2
49,2,0,23,1
40,2,32,23,1
299,3,42,23,2
95,6,62,23,2
99,2,344,23,2
50,2,58,23,1
81,2,364,23,2
195,7,0,23,2
45,10,0,23,1
60,2,305,23,1
70,4,365,23,1
130,3,0,23,2
32,1,365,23,1
170,3,83,23,2
116,2,54,23,2
195,3,40,23,2
100,2,0,23,2
75,1,0,23,1
50,3,31,23,1
60,1,0,23,1
28,5,364,23,1
46,1,365,23,1
46,1,281,23,1
25,5,0,23,1
35,2,363,23,1
62,1,319,23,1
40,1,88,23,1
70,3,121,23,2
60,1,357,23,1
38,2,297,23,1
41,1,0,23,1
40,6,364,23,1
22,2,345,23,1
25,1,364,23,1
39,1,40,23,1
69,3,0,23,2
100,3,136,23,2
405,3,192,23,2
252,7,365,23,2
55,3,307,23,1
35,1,164,23,3
35,1,365,23,1
50,1,3,23,1
100,2,1,23,2
22,4,15,23,1
20,3,95,23,1
100,10,112,23,2
30,21,0,23,1
72,1,36,23,2
89,2,339,23,1
60,1,46,23,1
50,14,259,23,2
55,3,302,23,1
45,1,29,23,1
60,1,10,23,1
77,7,30,23,2
20,1,0,23,1
43,1,365,23,1
90,3,309,23,2
83,3,62,23,2
100,3,256,23,2
55,3,340,23,1
35,1,363,23,1
120,2,81,23,2
59,2,38,23,2
30,2,0,23,2
100,1,363,23,1
50,1,22,23,1
30,2,0,23,1
44,3,365,23,1
30,1,89,23,1
35,1,6,23,1
50,1,178,23,1
31,1,67,23,1
28,1,365,23,1
100,3,37,23,2
35,1,359,23,1
90,3,293,23,2
50,2,27,23,1
300,2,67,23,2
38,2,0,23,1
63,1,364,23,1
47,1,0,23,1
65,2,2,23,1
65,2,2,23,1
128,1,0,23,2
100,2,122,23,2
21,2,58,23,1
50,2,164,23,1
33,1,166,23,1
125,3,15,23,2
60,2,14,23,2
40,1,365,23,1
35,2,179,23,1
50,1,0,23,1
85,2,48,23,2
156,5,15,23,2
25,2,45,23,1
50,2,344,23,1
95,2,0,23,2
52,1,256,23,1
150,5,246,23,2
25,1,0,23,1
40,1,0,23,1
85,2,179,23,1
40,1,361,23,1
45,1,15,23,1
130,3,365,23,2
31,2,0,23,1
54,1,309,23,1
50,2,12,23,1
46,2,52,23,2
34,7,364,23,1
39,1,343,23,1
78,1,364,23,1
80,2,59,23,2
43,1,62,23,1
84,5,124,23,2
30,1,363,23,1
275,2,62,23,2
55,1,0,23,2
45,1,153,23,1
65,1,89,23,1
100,1,154,23,2
57,3,19,23,1
42,1,364,23,1
38,1,356,23,1
110,2,307,23,2
70,2,266,23,1
60,1,365,23,1
40,1,365,23,1
190,3,363,23,2
150,2,313,23,2
79,2,242,23,2
30,1,89,23,1
70,2,23,23,1
38,1,0,23,1
53,5,31,23,2
40,1,0,23,1
43,2,184,23,1
50,1,362,23,1
110,3,262,23,2
40,1,184,23,1
99,2,349,23,2
80,3,10,23,2
65,3,0,23,1
120,2,261,23,2
185,1,363,23,2
69,2,315,23,2
65,1,365,23,1
35,1,90,23,1
40,6,41,23,1
33,1,278,23,1
270,3,63,23,2
150,1,365,23,2
100,2,0,23,2
25,1,133,23,1
18,2,68,23,1
59,1,73,23,1
320,5,164,23,2
44,1,40,23,1
80,1,349,23,1
100,1,95,23,2
70,1,318,23,2
80,1,178,23,1
90,6,0,23,2
40,1,169,23,1
102,5,0,23,2
89,4,76,23,2
28,1,364,23,1
50,3,0,23,1
40,1,62,23,1
45,2,179,23,1
39,1,0,23,1
140,1,132,23,2
30,2,118,23,1
30,7,364,23,1
35,1,115,23,1
29,2,120,23,1
90,2,5,23,2
36,2,0,23,1
90,3,52,23,2
165,2,120,23,2
70,2,71,23,1
120,3,243,23,2
35,2,58,23,1
80,4,18,23,2
25,1,361,23,1
250,1,354,23,2
49,1,196,23,1
52,3,19,23,1
110,2,183,23,2
109,2,360,23,2
199,3,71,23,2
35,1,0,23,1
55,3,342,23,1
120,1,157,23,1
120,2,84,23,2
130,3,0,23,2
110,3,0,23,2
26,1,339,23,1
160,3,44,23,2
120,2,0,23,1
49,1,88,23,1
195,3,0,23,2
95,1,219,23,2
147,4,0,23,2
320,150,0,23,2
130,1,246,23,2
135,2,12,23,2
29,5,73,23,1
130,7,93,23,2
110,2,34,23,2
35,2,87,23,1
150,2,39,23,2
52,2,297,23,1
60,5,0,23,1
23,1,0,23,1
30,1,361,23,1
48,2,346,23,1
55,1,354,23,1
109,2,153,23,2
80,3,0,23,2
149,1,35,23,2
35,3,0,23,2
25,2,320,23,1
60,1,347,23,1
50,1,260,23,1
99,5,0,23,2
120,7,173,23,2
35,2,272,23,1
33,7,0,23,1
38,1,312,23,1
25,4,0,23,1
40,100,256,23,1
40,3,0,23,1
60,3,0,23,2
69,1,0,23,1
69,14,0,23,2
89,1,75,23,2
40,5,79,23,1
105,1,18,23,2
239,2,47,23,2
40,1,326,23,1
35,10,0,23,1
62,1,53,23,1
75,2,229,23,2
130,7,0,23,1
45,1,0,23,1
120,1,0,23,1
45,1,336,23,1
63,2,13,23,1
50,2,178,23,1
30,1,19,23,1
29,2,161,23,1
80,1,171,23,1
89,2,291,23,2
55,4,309,23,1
35,2,348,23,1
50,2,365,23,1
99,2,361,23,2
318,3,0,23,2
110,3,90,23,2
90,6,15,23,2
20,1,95,23,1
25,2,88,23,1
167,1,104,23,2
30,1,40,23,1
150,2,0,23,2
25,4,62,23,1
39,1,0,23,1
45,1,179,23,1
95,6,248,23,2
100,1,363,23,2
39,2,175,23,1
46,2,61,23,1
98,2,4,23,2
40,1,0,23,1
120,1,180,23,1
50,1,365,23,1
149,2,73,23,2
45,1,365,23,1
50,1,0,23,1
55,2,53,23,1
48,4,364,23,1
45,1,180,23,1
80,2,107,23,2
80,1,62,23,2
100,2,0,23,2
28,1,0,23,1
95,2,32,23,2
180,5,0,23,2
85,4,62,23,2
60,1,3,23,1
100,1,2,23,2
50,1,0,23,1
97,2,0,23,2
600,3,131,23,2
72,14,0,23,2
42,1,73,23,1
99,2,138,23,2
220,3,0,23,2
43,2,89,23,1
35,3,180,23,1
90,3,13,23,2
26,2,326,23,1
33,2,364,23,1
140,4,343,23,2
120,1,272,23,2
45,1,298,23,1
60,1,364,23,1
120,2,92,23,2
30,1,0,23,1
121,2,324,23,2
58,1,302,23,1
29,3,0,23,1
60,2,297,23,1
30,1,0,23,1
82,1,63,23,2
100,1,0,23,2
82,3,294,23,2
60,1,18,23,1
28,7,365,23,1
80,2,55,23,2
110,3,0,23,2
60,1,0,23,2
40,1,365,23,1
100,1,0,23,2
70,1,266,23,2
22,1,280,23,1
60,2,0,23,2
75,2,83,23,3
110,4,62,23,2
45,1,346,23,1
130,3,0,23,2
200,2,176,23,2
287,2,62,23,2
30,2,178,23,1
260,3,339,23,2
80,2,75,23,2
31,2,363,23,1
87,1,0,23,2
100,3,0,23,2
265,2,62,23,2
32,1,342,23,1
40,3,89,23,1
85,1,69,23,2
60,1,364,23,1
50,2,107,23,2
243,2,62,23,2
120,2,28,23,2
35,3,0,23,1
220,7,171,23,2
35,3,365,23,1
200,3,342,23,2
110,2,0,23,2
50,2,33,23,1
300,2,344,23,2
43,1,0,23,1
35,1,365,23,1
80,4,0,23,2
33,1,361,23,1
100,1,52,23,2
35,5,111,23,1
150,1,352,23,2
115,4,179,23,2
39,3,0,23,1
532,4,25,23,2
38,1,133,23,1
50,1,180,23,1
75,2,0,23,2
75,4,331,23,1
70,2,342,23,2
99,3,117,23,2
250,4,83,23,2
45,1,0,23,1
33,2,21,23,1
53,1,365,23,1
65,1,134,23,2
150,3,71,23,2
65,1,0,23,1
26,10,365,23,1
275,4,0,23,2
59,2,308,23,2
55,1,0,23,1
60,2,0,23,2
210,7,365,23,2
77,2,0,23,2
95,1,14,23,2
26,1,0,23,1
60,1,0,23,1
81,2,215,23,2
85,21,31,23,2
75,10,0,23,2
100,1,364,23,1
60,5,365,23,1
55,1,365,23,1
25,1,0,23,1
65,7,32,23,2
35,4,150,23,1
50,2,179,23,1
70,2,206,23,1
120,7,126,23,2
49,2,168,23,1
48,2,62,23,2
40,2,216,23,1
90,1,44,23,2
25,2,0,23,1
75,1,364,23,2
45,1,362,23,1
45,7,365,23,1
40,1,165,23,1
49,1,77,23,1
159,4,215,23,2
89,4,0,23,2
45,5,276,23,2
37,2,0,23,2
55,4,338,23,1
48,1,364,23,1
49,2,0,23,1
45,3,6,23,2
50,6,24,23,2
70,1,365,23,1
25,1,112,23,1
130,3,148,23,2
100,2,104,23,1
85,7,39,23,2
70,2,33,23,2
55,1,305,23,3
320,3,54,23,2
149,2,0,23,2
30,1,191,23,1
58,2,365,23,1
55,1,365,23,1
55,14,0,23,2
62,1,365,23,1
25,1,53,23,1
40,4,0,23,1
50,1,254,23,1
125,3,140,23,2
50,8,0,23,1
40,21,63,23,1
40,2,0,23,1
35,1,294,23,1
96,1,249,23,2
44,1,280,23,1
90,2,0,23,2
31,5,0,23,1
60,1,0,23,2
135,7,365,23,2
80,1,362,23,1
131,1,362,23,2
250,2,70,23,2
60,7,365,23,1
80,3,62,23,2
90,2,312,23,2
48,1,27,23,1
45,1,350,23,1
60,2,0,23,2
39,1,277,23,1
60,1,365,23,1
75,2,365,23,1
130,3,21,23,2
60,1,73,23,1
40,5,363,23,1
99,2,238,23,2
50,1,333,23,1
140,2,164,23,2
60,1,352,23,1
70,2,68,23,2
45,1,89,23,1
45,1,332,23,1
65,2,89,23,1
25,3,11,23,1
90,5,329,23,2
25,5,63,23,1
110,5,24,23,2
45,5,303,23,1
120,1,62,23,2
165,4,364,23,2
45,1,357,23,1
42,1,246,23,1
54,2,149,23,1
50,2,361,23,1
150,1,0,23,2
30,1,73,23,1
66,9,167,23,2
136,1,0,23,2
27,7,182,23,1
38,5,0,23,1
30,1,216,23,1
40,2,77,23,1
27,1,292,23,1
30,1,353,23,1
93,3,0,23,2
120,2,214,23,2
85,10,77,23,2
129,2,62,23,2
45,7,0,23,1
55,1,13,23,1
67,1,0,23,2
45,4,163,23,1
40,1,84,23,1
60,1,310,23,1
220,7,132,23,2
38,1,331,23,1
40,2,0,23,1
22,7,0,23,1
250,30,355,23,2
55,1,0,23,1
159,2,62,23,2
57,1,270,23,1
80,1,29,23,2
67,1,55,23,1
18,5,1,23,1
55,2,213,23,2
53,1,62,23,2
35,2,365,23,1
52,2,0,23,1
120,2,67,23,2
190,2,54,23,2
100,1,107,23,2
260,5,342,23,2
38,2,222,23,1
35,2,0,23,1
40,1,337,23,1
259,2,296,23,2
75,1,365,23,1
140,1,338,23,2
30,10,0,23,1
120,1,259,23,2
100,3,62,23,2
120,3,68,23,2
28,5,68,23,1
72,14,365,23,3
120,2,11,23,2
25,2,45,23,1
150,2,0,23,2
250,1,306,23,2
37,1,320,23,1
50,2,64,23,1
45,3,337,23,1
90,5,107,23,1
30,1,359,23,1
96,3,0,23,2
135,4,0,23,2
35,1,0,23,1
110,1,85,23,2
65,2,169,23,1
85,7,244,23,2
55,2,146,23,1
50,1,0,23,1
85,1,155,23,1
45,1,0,23,1
35,1,0,23,1
65,5,0,23,2
80,1,365,23,2
115,1,0,23,2
118,2,27,23,2
38,1,0,23,1
80,1,272,23,1
35,7,0,23,2
160,1,0,23,2
45,1,178,23,1
30,2,129,23,1
55,1,365,23,1
50,5,179,23,1
70,2,292,23,2
125,2,365,23,2
45,1,365,23,1
55,1,0,23,1
40,1,0,23,1
54,2,364,23,1
46,1,355,23,1
25,5,95,23,1
90,3,355,23,2
26,1,343,23,1
60,2,274,23,1
60,2,364,23,1
28,1,0,23,1
115,2,0,23,2
40,2,365,23,1
70,4,154,23,2
49,1,333,23,1
70,1,40,23,2
30,1,362,23,1
48,5,26,23,2
85,1,362,23,1
80,2,20,23,2
55,6,71,23,2
43,2,156,23,1
543,3,247,23,2
115,2,77,23,2
102,3,309,23,2
58,1,88,23,1
60,1,0,23,1
49,2,0,23,1
64,2,300,23,1
90,1,0,23,2
25,2,365,23,1
60,1,302,23,1
35,2,86,23,1
79,2,365,23,1
79,2,9,23,2
95,5,302,23,2
80,1,51,23,1
125,4,83,23,2
80,2,74,23,2
60,1,306,23,1
70,5,0,23,2
125,2,307,23,2
34,2,305,23,1
60,2,60,23,1
45,5,0,23,1
58,1,0,23,2
50,3,0,23,1
150,2,298,23,2
36,1,365,23,1
35,2,351,23,1
130,4,63,23,2
35,3,85,23,1
60,1,90,23,1
95,2,8,23,2
105,2,49,23,2
85,2,158,23,2
120,3,338,23,2
79,4,120,23,2
89,1,179,23,1
133,1,13,23,2
55,1,337,23,1
27,7,337,23,1
50,1,365,23,1
39,3,167,23,1
152,3,336,23,2
100,1,365,23,1
80,1,89,23,1
77,1,19,23,2
80,2,27,23,2
140,2,90,23,2
230,3,358,23,2
75,3,224,23,2
45,2,16,23,1
171,2,314,23,2
100,3,3,23,2
26,14,0,23,1
36,3,320,23,1
36,2,365,23,1
100,4,90,23,1
140,3,23,23,2
100,1,47,23,2
59,1,0,23,1
157,30,364,23,2
30,1,365,23,1
250,4,18,23,2
35,2,328,23,1
150,4,365,23,2
30,1,362,23,3
140,2,169,23,2
69,1,259,23,2
60,1,0,23,2
55,1,0,23,1
50,1,179,23,2
40,1,0,23,2
35,5,77,23,1
50,1,10,23,1
63,2,33,23,2
37,13,140,23,1
169,1,350,23,2
140,1,0,23,2
55,5,14,23,2
50,7,206,23,2
59,2,350,23,1
70,2,6,23,2
65,42,103,23,2
532,3,0,23,2
38,2,54,23,1
20,1,282,23,1
40,2,361,23,1
99,3,168,23,2
641,4,0,23,2
100,1,0,23,2
40,1,89,23,1
60,1,0,23,1
40,2,47,23,1
82,1,0,23,2
45,1,82,23,1
40,3,365,23,1
40,1,343,23,1
53,25,50,23,2
60,1,365,23,1
48,2,14,23,1
59,2,15,23,1
72,2,9,23,2
35,1,365,23,1
34,3,5,23,1
50,1,365,23,1
46,1,232,23,1
90,1,70,23,2
80,2,1,23,2
95,1,150,23,1
95,1,0,23,2
60,2,359,23,1
64,2,24,23,2
50,1,364,23,1
60,5,90,23,1
55,30,358,23,1
65,4,0,23,2
109,2,8,23,2
30,1,0,23,1
90,5,9,23,2
40,1,76,23,1
45,2,4,23,1
40,1,57,23,1
149,3,38,23,2
145,4,299,23,2
45,1,0,23,1
27,4,2,23,1
49,2,365,23,1
99,2,92,23,1
98,1,141,23,2
180,1,0,23,2
45,1,276,23,1
50,1,0,23,1
43,1,308,23,1
155,2,330,23,2
50,4,236,23,1
366,7,365,23,2
29,1,365,23,1
45,16,0,23,2
105,4,0,23,2
80,2,365,23,2
80,2,0,23,2
69,1,161,23,2
30,1,23,23,1
50,1,346,23,1
99,1,348,23,2
120,2,309,23,2
150,3,365,23,1
85,1,23,23,2
470,2,176,23,2
50,1,362,23,1
65,2,82,23,1
90,2,59,23,2
300,2,348,23,2
86,2,365,23,1
29,1,0,23,1
75,1,365,23,1
33,3,20,23,1
65,1,365,23,1
48,1,185,23,1
150,7,0,23,2
150,2,263,23,1
35,1,89,23,1
45,2,87,23,1
120,2,284,23,2
76,2,53,23,2
25,2,177,23,1
90,5,0,23,2
266,4,0,23,2
60,3,365,23,1
51,2,358,23,1
16,1,72,23,3
49,1,0,23,1
220,7,92,23,2
28,14,336,23,1
60,1,87,23,1
80,2,0,23,2
80,2,365,23,1
300,2,355,23,2
65,4,0,23,2
60,2,35,23,1
70,2,365,23,2
19,1,0,23,1
79,1,0,23,2
120,1,273,23,2
55,2,365,23,1
55,3,26,23,1
50,2,143,23,1
40,1,0,23,1
34,2,86,23,1
30,1,84,23,1
59,2,139,23,1
23,3,354,23,1
49,3,318,23,1
49,1,96,23,1
50,1,57,23,1
100,1,0,23,2
150,3,0,23,2
100,3,356,23,2
235,1,63,23,2
43,1,93,23,1
105,2,95,23,2
175,2,221,23,2
38,1,303,23,1
33,3,308,23,1
50,2,180,23,1
100,1,15,23,2
56,3,20,23,1
75,2,22,23,2
90,1,330,23,1
34,2,0,23,1
101,4,9,23,2
100,7,0,23,2
90,2,314,23,2
35,2,0,23,1
50,1,365,23,1
39,1,89,23,1
32,1,204,23,1
75,2,8,23,2
99,2,5,23,2
44,1,140,23,1
75,1,0,23,1
99,2,172,23,2
26,3,0,23,1
15,3,21,23,1
34,1,0,23,1
125,1,15,23,2
110,2,294,23,2
80,14,61,23,2
40,2,364,23,1
50,1,0,23,1
58,3,34,23,1
40,5,67,23,1
50,1,227,23,1
120,1,362,23,2
90,2,31,23,2
60,2,45,23,2
73,1,343,23,2
38,7,237,23,1
85,90,18,23,2
41,2,133,23,1
215,3,0,23,2
59,2,0,23,1
38,1,41,23,1
150,2,0,23,2
28,1,364,23,1
19,1,0,23,1
125,3,288,23,2
40,1,54,23,1
69,2,43,23,1
50,3,0,23,1
45,5,336,23,1
25,1,127,23,3
119,4,15,23,2
53,3,191,23,2
48,8,77,23,2
29,1,364,23,1
90,4,88,23,2
48,2,337,23,1
39,7,236,23,1
45,1,365,23,1
87,4,39,23,2
68,2,0,23,1
36,2,0,23,1
59,2,3,23,2
50,3,0,23,2
60,1,0,23,1
87,3,0,23,2
70,2,64,23,2
90,6,364,23,2
70,3,39,23,2
120,5,2,23,2
40,1,362,23,1
39,2,130,23,1
180,2,335,23,2
95,1,59,23,2
462,2,308,23,2
33,2,212,23,1
40,5,0,23,1
49,2,0,23,2
59,1,108,23,1
35,4,252,23,1
79,3,14,23,2
90,2,154,23,2
200,2,358,23,2
150,2,39,23,2
41,1,165,23,1
158,2,137,23,2
139,7,117,23,2
35,2,119,23,1
56,7,0,23,2
140,5,0,23,2
70,2,365,23,1
25,1,48,23,1
45,1,365,23,1
139,2,14,23,2
45,4,365,23,1
89,3,92,23,1
200,1,0,23,2
38,1,321,23,1
50,1,30,23,2
70,1,325,23,1
125,2,223,23,2
110,5,0,23,2
25,1,364,23,1
57,1,365,23,1
148,1,116,23,2
220,7,169,23,2
80,1,0,23,2
285,4,119,23,2
80,2,349,23,2
90,1,365,23,1
120,3,339,23,2
62,2,54,23,1
25,4,0,23,1
119,5,52,23,2
60,1,364,23,1
30,7,52,23,1
80,14,0,23,2
24,1,335,23,1
170,4,0,23,2
50,1,288,23,1
60,1,351,23,1
200,5,364,23,2
48,2,349,23,1
93,14,0,23,2
32,3,0,23,1
85,2,33,23,2
55,1,0,23,2
40,2,48,23,1
30,2,88,23,1
90,2,63,23,2
150,3,89,23,2
50,1,0,23,2
80,1,364,23,2
90,2,340,23,2
65,1,155,23,2
250,1,251,23,2
98,3,66,23,2
57,1,365,23,1
113,3,321,23,2
90,2,145,23,2
28,5,92,23,1
200,4,365,23,2
30,3,0,23,1
45,1,0,23,1
26,7,364,23,1
33,3,0,23,1
35,1,297,23,1
35,3,178,23,1
220,7,151,23,2
175,4,224,23,2
150,3,71,23,2
140,2,362,23,2
55,1,0,23,1
200,2,289,23,2
70,1,365,23,1
62,2,149,23,2
25,1,307,23,1
37,2,254,23,1
35,1,344,23,1
40,1,116,23,1
50,1,344,23,1
23,6,0,23,1
114,2,165,23,2
575,1,360,23,2
35,2,364,23,1
155,3,0,23,2
50,1,57,23,1
38,1,331,23,1
159,2,277,23,2
21,7,0,23,1
35,3,23,23,1
90,2,22,23,2
47,2,221,23,1
28,1,267,23,3
38,1,48,23,1
48,2,89,23,1
85,2,0,23,2
60,2,10,23,2
19,3,158,23,1
70,2,21,23,1
40,1,234,23,1
28,5,179,23,1
36,2,364,23,1
85,2,0,23,2
70,2,42,23,2
40,4,0,23,1
105,1,1,23,2
50,7,0,23,1
40,2,0,23,1
44,1,0,23,1
180,2,5,23,2
50,1,353,23,1
120,2,0,23,2
37,1,33,23,1
82,2,74,23,2
80,2,0,23,2
90,2,364,23,1
65,1,329,23,2
55,1,24,23,2
200,1,348,23,2
85,2,61,23,2
70,2,89,23,1
180,3,135,23,2
152,7,364,23,1
120,10,0,23,2
90,2,161,23,2
28,4,88,23,1
42,2,285,23,1
250,3,250,23,1
95,7,68,23,2
110,4,52,23,2
70,4,0,23,2
240,2,306,23,2
119,3,14,23,2
39,2,88,23,1
80,3,0,23,2
95,2,1,23,2
35,2,132,23,1
70,1,358,23,1
95,3,365,23,1
50,1,365,23,1
123,3,67,23,2
100,1,365,23,2
40,5,362,23,1
160,1,365,23,1
110,2,126,23,2
75,14,73,23,2
73,60,0,23,2
35,1,365,23,1
60,1,82,23,2
140,1,271,23,2
40,3,42,23,2
21,5,86,23,1
54,1,78,23,1
30,7,45,23,1
205,1,89,23,2
70,3,31,23,2
40,2,0,23,1
33,1,365,23,1
33,2,0,23,2
29,2,70,23,1
105,7,0,23,2
74,2,5,23,2
25,1,2,23,1
130,2,362,23,2
80,7,155,23,2
29,1,42,23,1
20,1,323,23,1
66,1,265,23,1
35,7,88,23,1
55,1,81,23,1
130,1,38,23,2
110,2,0,23,2
60,3,13,23,2
145,2,83,23,2
175,2,150,23,2
59,1,82,23,1
28,1,0,23,1
80,2,110,23,2
68,1,173,23,1
109,1,153,23,2
60,2,364,23,1
79,2,63,23,2
225,2,0,23,2
265,2,364,23,2
95,2,0,23,2
57,1,298,23,1
46,1,0,23,1
350,2,284,23,2
45,4,0,23,1
42,1,332,23,1
41,25,0,23,1
21,14,0,23,1
157,2,180,23,2
45,1,364,23,1
25,3,0,23,1
50,1,336,23,1
38,7,0,23,1
100,1,238,23,2
70,1,247,23,1
40,2,14,23,1
200,5,0,23,2
160,2,22,23,2
29,3,277,23,1
100,1,0,23,2
65,2,365,23,1
80,2,363,23,2
60,3,182,23,2
30,1,0,23,1
50,1,88,23,1
99,2,45,23,2
25,4,365,23,1
70,5,87,23,1
29,4,5,23,1
85,1,223,23,2
55,1,364,23,1
45,1,0,23,1
65,3,20,23,2
40,2,361,23,1
60,1,365,23,1
50,1,0,23,1
70,3,0,23,2
80,2,13,23,2
40,2,218,23,1
225,2,365,23,2
25,5,72,23,1
150,4,365,23,2
42,2,204,23,1
32,1,88,23,1
50,4,364,23,1
60,1,364,23,1
59,1,89,23,2
65,3,23,23,1
50,2,150,23,1
200,3,61,23,2
99,1,167,23,2
75,2,0,23,2
100,1,168,23,2
27,1,186,23,1
85,2,179,23,2
70,3,179,23,2
368,4,0,23,2
50,2,365,23,1
30,1,0,23,1
139,7,0,23,2
115,1,365,23,1
110,5,0,23,2
295,3,0,23,2
75,4,114,23,2
66,2,365,23,1
22,1,362,23,1
50,10,0,23,2
99,2,146,23,2
290,2,0,23,2
55,2,210,23,1
40,1,0,23,1
65,12,0,23,2
120,1,365,23,2
40,5,0,23,1
55,5,112,23,2
27,5,154,23,1
60,1,343,23,1
140,2,365,23,2
50,5,0,23,2
95,1,0,23,2
120,5,212,23,2
121,2,330,23,2
45,1,89,23,1
60,1,365,23,1
188,4,72,23,2
122,12,0,23,2
35,7,91,23,1
356,3,0,23,2
33,1,251,23,1
41,1,0,23,1
35,1,89,23,1
50,2,128,23,1
42,4,365,23,1
55,4,87,23,1
68,1,159,23,2
35,2,356,23,1
139,2,70,23,2
35,1,0,23,1
20,1,0,23,1
97,2,83,23,1
121,2,343,23,2
60,1,0,23,1
49,5,88,23,1
40,1,0,23,1
145,2,55,23,2
118,3,39,23,2
57,3,22,23,1
179,1,365,23,2
35,5,0,23,1
80,2,8,23,2
150,2,280,23,2
35,3,348,23,1
59,1,365,23,1
54,3,100,23,1
35,2,360,23,1
24,2,77,23,1
30,1,180,23,1
17,1,308,23,3
52,1,312,23,1
61,90,63,23,2
25,2,0,23,1
100,3,357,23,2
173,1,0,23,2
50,1,365,23,1
120,5,0,23,2
40,1,0,23,1
20,1,104,23,1
45,1,119,23,1
37,5,87,23,1
50,2,0,23,1
45,2,113,23,1
50,1,223,23,1
60,1,9,23,2
40,1,0,23,1
25,1,357,23,1
41,2,34,23,1
45,1,0,23,1
165,1,365,23,2
155,3,0,23,2
120,2,45,23,2
43,1,4,23,1
44,1,32,23,1
31,10,55,23,1
90,4,5,23,2
39,1,90,23,1
60,1,365,23,1
87,3,0,23,2
63,2,7,23,1
195,7,0,23,2
94,1,365,23,2
40,1,0,23,1
23,2,0,23,3
63,3,0,23,2
682,2,308,23,2
90,2,21,23,2
59,1,0,23,1
120,1,279,23,2
80,1,356,23,1
55,1,171,23,1
200,1,365,23,1
65,1,88,23,1
39,1,67,23,1
40,3,338,23,1
80,3,12,23,2
80,2,0,23,2
70,2,89,23,1
16,2,344,23,1
70,1,338,23,2
60,2,334,23,1
85,1,303,23,2
34,2,82,23,1
30,2,0,23,1
39,2,73,23,1
280,7,0,23,2
80,1,365,23,2
120,7,129,23,2
55,4,0,23,1
47,2,308,23,1
45,2,170,23,1
40,3,0,23,1
45,2,354,23,1
40,2,365,23,1
115,2,360,23,2
85,2,53,23,2
85,1,365,23,2
52,1,0,23,1
60,1,173,23,1
70,1,365,23,1
100,2,331,23,2
80,2,0,23,1
50,1,0,23,1
90,90,63,23,2
175,2,271,23,2
65,2,49,23,2
45,2,88,23,1
40,1,346,23,1
129,3,47,23,2
58,2,46,23,2
286,4,365,23,1
70,2,57,23,2
28,3,21,23,1
50,2,0,23,2
48,2,353,23,1
100,2,0,23,2
36,3,48,23,1
95,2,359,23,2
23,1,0,23,1
190,2,294,23,2
75,2,364,23,1
50,1,365,23,1
269,3,365,23,2
33,3,161,23,1
55,2,293,23,1
130,3,63,23,2
50,1,0,23,2
48,2,336,23,1
234,7,365,23,2
50,2,3,23,1
82,3,46,23,1
530,9,0,23,2
150,2,19,23,2
30,5,48,23,1
160,30,354,23,2
40,3,159,23,1
90,3,204,23,1
35,2,60,23,1
254,2,246,23,2
50,3,26,23,2
150,5,15,23,2
50,2,0,23,1
135,3,0,23,1
78,1,75,23,1
24,1,0,23,1
225,7,0,23,2
50,1,365,23,1
32,2,140,23,1
60,14,0,23,3
42,1,363,23,1
49,1,306,23,1
70,3,43,23,2
80,1,335,23,2
300,7,0,23,2
28,4,0,23,1
90,1,89,23,1
120,1,365,23,2
35,7,0,23,1
79,1,364,23,1
115,2,0,23,2
109,1,0,23,2
40,1,0,23,2
75,5,15,23,2
100,1,0,23,2
80,2,2,23,2
95,1,319,23,2
53,3,63,23,1
70,2,346,23,1
90,3,63,23,2
90,2,365,23,1
50,3,11,23,2
78,1,283,23,2
100,1,0,23,2
30,2,361,23,1
98,1,123,23,2
165,2,180,23,2
45,5,179,23,1
110,3,246,23,2
70,1,89,23,1
25,4,0,23,1
80,1,326,23,1
90,2,324,23,2
95,2,0,23,1
150,2,180,23,2
25,5,87,23,1
100,3,131,23,2
35,1,0,23,1
50,3,78,23,1
45,1,153,23,1
44,1,365,23,1
94,6,31,23,2
29,3,360,23,1
28,1,23,23,1
52,1,310,23,1
55,4,0,23,1
33,3,364,23,1
27,1,0,23,1
208,1,212,23,2
35,3,21,23,1
90,14,0,23,2
65,1,365,23,2
