price,minimum_nights,availability_365,neighbourhood,room_type
270,3,303,28,2
55,2,0,28,2
70,1,15,28,1
140,2,365,28,2
49,1,12,28,1
50,1,172,28,1
40,2,0,28,1
68,1,66,28,1
139,4,0,28,2
120,6,36,28,2
200,5,268,28,1
98,2,71,28,2
106,1,0,28,1
89,2,0,28,2
210,7,0,28,2
90,4,62,28,2
59,2,60,28,1
71,1,182,28,1
350,1,362,28,2
60,1,0,28,1
125,3,0,28,2
170,6,0,28,2
190,1,274,28,2
109,1,87,28,1
110,2,314,28,2
230,1,359,28,2
147,3,302,28,1
100,3,156,28,1
50,5,0,28,1
400,14,0,28,2
149,2,209,28,2
550,14,365,28,2
140,2,365,28,2
115,3,310,28,2
190,5,365,28,2
91,2,0,28,2
135,1,62,28,2
299,2,0,28,2
168,6,149,28,2
95,1,191,28,2
55,2,0,28,1
72,5,258,28,2
71,1,62,28,2
150,5,365,28,2
55,6,0,28,1
165,6,0,28,2
275,3,17,28,2
99,2,51,28,2
140,5,90,28,2
98,2,364,28,2
180,28,62,28,2
275,1,178,28,2
100,1,0,28,2
40,2,0,28,1
129,1,355,28,2
250,7,79,28,2
80,1,90,28,1
99,2,357,28,2
80,6,0,28,2
229,1,163,28,2
90,2,160,28,2
220,1,365,28,2
5000,1,365,28,2
159,7,364,28,2
195,5,0,28,2
62,3,180,28,1
62,1,226,28,1
191,2,298,28,2
90,2,261,28,2
80,1,27,28,2
90,1,0,28,2
49,300,179,28,1
40,5,90,28,1
400,2,89,28,2
80,1,364,28,1
85,2,316,28,2
150,7,90,28,2
150,2,157,28,2
250,1,0,28,2
55,6,13,28,2
165,2,69,28,2
90,3,328,28,2
90,3,0,28,1
75,2,341,28,1
260,4,365,28,2
241,3,0,28,2
55,1,365,28,1
199,2,296,28,2
120,3,365,28,2
120,3,55,28,2
180,1,135,28,2
169,1,294,28,2
180,1,89,28,2
120,2,85,28,2
153,5,17,28,2
140,2,65,28,1
280,1,244,28,2
250,3,0,28,2
110,3,0,28,2
245,2,0,28,2
76,2,2,28,1
120,5,0,28,2
299,4,11,28,2
60,1,364,28,1
95,1,0,28,2
105,1,293,28,2
180,3,364,28,2
155,5,78,28,2
24,1,63,28,1
25,1,55,28,1
150,2,8,28,2
164,1,127,28,2
165,1,62,28,2
110,2,62,28,2
199,3,130,28,2
229,6,13,28,2
50,2,0,28,2
120,3,0,28,2
82,7,83,28,2
150,2,153,28,1
102,2,316,28,2
57,2,349,28,1
68,1,361,28,1
145,1,35,28,2
70,3,365,28,1
99,5,234,28,2
67,1,296,28,1
225,2,118,28,2
285,2,136,28,2
60,2,75,28,1
130,1,208,28,2
325,1,146,28,2
58,1,144,28,1
95,1,6,28,2
150,2,92,28,2
170,2,33,28,2
40,2,364,28,1
285,3,310,28,2
164,2,313,28,2
104,4,35,28,2
89,2,0,28,2
29,2,345,28,1
229,90,62,28,2
103,7,365,28,2
130,2,62,28,2
130,90,292,28,2
195,5,365,28,2
280,1,79,28,2
140,3,167,28,2
150,2,365,28,1
230,3,62,28,2
99,2,50,28,2
59,1,365,28,1
500,7,364,28,2
270,3,330,28,2
230,6,0,28,2
94,6,365,28,2
150,3,243,28,2
585,2,303,28,2
150,5,58,28,2
200,7,21,28,2
200,1,249,28,2
95,2,0,28,2
115,1,304,28,2
160,1,0,28,2
75,1,0,28,1
118,1,328,28,2
99,2,309,28,2
152,2,62,28,2
150,2,358,28,2
145,3,365,28,2
299,5,365,28,2
54,1,40,28,1
475,1,90,28,1
159,2,290,28,2
120,1,363,28,1
55,2,0,28,1
130,2,365,28,2
180,3,106,28,2
58,2,354,28,1
65,3,58,28,2
309,2,0,28,2
179,5,314,28,2
135,3,62,28,2
78,3,0,28,2
120,1,364,28,1
195,2,276,28,2
129,2,34,28,2
245,2,311,28,2
125,3,364,28,1
259,7,225,28,2
45,3,68,28,1
170,4,333,28,2
82,16,0,28,2
79,3,0,28,2
449,5,364,28,2
115,5,274,28,2
65,1,343,28,1
65,3,57,28,2
180,2,0,28,2
29,1,364,28,1
60,1,174,28,1
40,1,0,28,1
149,1,356,28,2
150,1,123,28,2
80,3,210,28,1
280,2,66,28,2
100,1,72,28,2
50,2,117,28,1
189,3,256,28,2
29,2,143,28,1
250,3,291,28,2
165,3,268,28,2
300,3,311,28,2
129,4,76,28,2
40,2,89,28,1
48,5,4,28,1
97,10,11,28,2
414,4,365,28,2
135,3,172,28,2
60,2,90,28,1
390,1,336,28,2
70,4,0,28,2
320,1,62,28,2
200,5,0,28,2
185,3,297,28,2
155,4,365,28,2
54,1,334,28,1
60,1,0,28,1
70,1,67,28,1
115,4,0,28,2
55,1,356,28,1
200,7,0,28,2
87,2,28,28,2
40,3,0,28,1
180,1,284,28,2
114,2,147,28,2
90,1,128,28,1
55,1,348,28,1
270,2,365,28,2
120,3,261,28,2
60,1,364,28,1
44,7,244,28,1
688,3,103,28,2
155,3,244,28,2
110,1,318,28,2
120,2,148,28,2
140,2,0,28,2
125,3,0,28,2
80,4,31,28,2
180,2,226,28,2
198,7,138,28,2
69,3,20,28,1
186,2,120,28,2
119,1,227,28,1
70,1,62,28,1
76,1,70,28,2
200,3,340,28,2
110,3,62,28,2
200,2,309,28,2
130,3,188,28,2
100,2,145,28,2
144,4,125,28,2
119,3,0,28,2
160,3,62,28,2
175,3,282,28,2
90,7,0,28,2
260,3,340,28,2
99,3,334,28,2
90,2,326,28,2
159,1,76,28,2
100,1,364,28,2
81,1,62,28,2
325,2,346,28,2
155,2,302,28,2
119,1,57,28,2
82,5,0,28,1
71,3,68,28,2
119,2,111,28,2
80,1,0,28,1
185,2,365,28,2
145,3,50,28,2
65,20,253,28,1
99,1,50,28,2
85,2,36,28,2
350,1,267,28,2
78,1,346,28,1
87,2,364,28,1
169,1,340,28,2
175,1,12,28,2
36,7,0,28,1
130,7,95,28,2
100,1,0,28,2
65,3,24,28,1
150,4,283,28,2
95,1,365,28,2
150,2,131,28,2
155,2,291,28,2
435,4,0,28,2
32,7,0,28,1
255,3,18,28,2
175,1,11,28,2
140,2,345,28,2
133,1,234,28,2
58,3,88,28,1
120,7,365,28,2
160,3,311,28,2
17,1,229,28,3
153,2,246,28,2
85,3,329,28,2
40,3,0,28,1
110,3,93,28,2
155,3,286,28,2
24,14,365,28,1
180,2,89,28,2
229,3,0,28,2
85,2,62,28,1
285,7,365,28,2
325,5,364,28,2
120,3,170,28,2
380,2,153,28,2
100,2,0,28,1
74,2,4,28,2
190,7,363,28,2
100,3,63,28,2
700,2,365,28,2
70,1,0,28,1
67,1,62,28,2
153,1,350,28,2
100,5,90,28,2
110,1,354,28,1
50,2,73,28,1
81,5,123,28,2
100,3,365,28,1
90,2,40,28,2
150,7,22,28,2
60,1,0,28,1
140,3,37,28,2
99,4,215,28,2
132,3,37,28,2
250,1,0,28,2
98,4,210,28,2
280,2,62,28,2
260,3,36,28,2
120,1,0,28,2
84,3,89,28,2
77,1,62,28,2
45,2,352,28,1
70,1,73,28,1
100,2,48,28,2
120,3,43,28,2
70,1,73,28,1
100,1,62,28,2
45,1,342,28,1
130,1,33,28,2
144,5,8,28,2
55,1,123,28,1
80,2,0,28,2
150,3,0,28,2
30,1,0,28,1
103,3,24,28,2
120,7,354,28,2
295,2,286,28,2
59,2,66,28,1
109,2,0,28,2
140,3,258,28,2
60,1,0,28,1
25,3,123,28,1
140,2,115,28,2
190,2,0,28,2
50,4,0,28,1
90,1,31,28,1
140,1,359,28,2
100,1,0,28,1
160,1,0,28,2
188,2,62,28,2
89,3,365,28,1
404,3,365,28,2
90,1,365,28,1
70,1,72,28,1
45,4,365,28,1
120,3,345,28,2
120,2,65,28,2
245,1,304,28,2
110,2,123,28,2
60,2,348,28,1
120,3,0,28,2
184,5,277,28,2
200,7,15,28,2
189,1,236,28,2
62,6,0,28,2
130,3,180,28,2
96,1,142,28,1
48,2,295,28,1
60,1,7,28,2
130,6,8,28,1
80,1,74,28,1
200,5,326,28,2
350,1,276,28,2
136,90,90,28,2
925,2,0,28,2
100,1,179,28,1
96,3,27,28,2
80,1,352,28,1
130,2,340,28,2
74,5,83,28,1
80,3,131,28,1
60,2,365,28,1
135,2,299,28,2
125,3,227,28,2
130,3,83,28,1
90,1,266,28,1
80,1,112,28,1
50,1,139,28,1
55,5,38,28,2
110,2,62,28,2
65,3,98,28,1
45,5,0,28,1
190,3,344,28,2
150,3,41,28,2
60,2,0,28,2
72,1,162,28,1
70,3,258,28,2
290,180,364,28,2
43,1,341,28,1
180,2,86,28,2
95,1,363,28,2
99,1,58,28,2
130,2,255,28,2
100,1,364,28,2
85,1,365,28,1
349,4,148,28,2
55,1,37,28,1
51,2,160,28,1
85,2,27,28,2
130,1,130,28,2
200,2,6,28,2
82,1,166,28,2
109,2,62,28,2
50,1,364,28,1
69,1,351,28,2
90,3,166,28,2
185,2,56,28,2
65,1,62,28,2
275,3,0,28,2
90,3,62,28,2
49,1,169,28,1
72,2,0,28,1
60,7,0,28,2
90,2,0,28,2
80,1,365,28,1
36,3,364,28,1
88,2,6,28,2
53,1,7,28,1
75,3,365,28,1
95,2,0,28,2
69,1,364,28,1
150,1,296,28,2
99,3,46,28,2
55,3,88,28,1
50,1,13,28,1
207,3,13,28,2
120,5,0,28,2
40,3,0,28,1
220,3,178,28,2
120,88,0,28,2
200,1,0,28,2
82,4,298,28,2
180,1,307,28,2
200,1,0,28,2
520,3,127,28,2
130,3,8,28,2
295,3,41,28,2
115,1,365,28,2
100,3,14,28,2
65,1,138,28,1
82,4,0,28,2
60,2,0,28,1
143,1,206,28,2
99,3,20,28,2
250,2,164,28,2
60,2,36,28,1
135,1,155,28,2
95,1,224,28,2
100,1,52,28,2
150,2,62,28,2
60,1,365,28,1
90,2,0,28,2
119,2,3,28,2
109,1,0,28,1
85,1,346,28,1
60,1,365,28,3
120,1,47,28,2
35,1,50,28,1
50,1,64,28,1
140,2,365,28,2
86,3,208,28,2
95,2,154,28,2
100,4,41,28,2
150,5,365,28,2
103,2,209,28,2
90,7,70,28,2
70,2,344,28,2
150,4,357,28,2
46,1,362,28,1
150,1,89,28,1
42,2,9,28,1
106,1,227,28,2
70,1,241,28,1
345,5,72,28,2
350,5,54,28,2
75,2,356,28,1
283,2,248,28,2
65,1,50,28,1
343,1,0,28,2
46,1,359,28,1
215,2,61,28,2
150,3,73,28,2
159,1,226,28,2
80,2,365,28,1
100,5,72,28,2
170,1,0,28,2
50,1,365,28,1
120,2,0,28,2
80,1,347,28,1
199,1,331,28,2
70,6,0,28,1
155,3,365,28,2
179,1,177,28,2
66,2,340,28,1
75,12,0,28,2
100,5,0,28,2
125,3,312,28,2
129,4,365,28,2
85,2,93,28,2
45,2,0,28,1
120,4,195,28,2
44,20,185,28,1
80,2,16,28,2
150,3,40,28,2
75,3,317,28,1
50,7,178,28,1
300,2,361,28,2
200,3,310,28,2
42,28,290,28,1
420,7,184,28,2
250,2,212,28,2
92,3,0,28,2
90,2,60,28,2
85,1,272,28,1
150,2,8,28,2
70,1,365,28,1
90,1,204,28,2
86,1,62,28,2
200,3,62,28,2
65,1,55,28,1
30,7,92,28,3
250,2,63,28,2
50,1,53,28,1
80,5,0,28,1
650,14,232,28,2
276,2,215,28,2
135,2,347,28,2
189,7,0,28,2
250,2,7,28,2
120,2,0,28,2
112,2,120,28,2
142,3,55,28,2
155,7,0,28,2
350,4,297,28,2
149,1,94,28,2
75,2,95,28,1
70,1,45,28,1
149,1,93,28,2
45,1,173,28,1
40,2,10,28,1
70,1,304,28,1
154,2,365,28,2
139,1,0,28,2
46,1,0,28,1
206,2,0,28,2
129,3,239,28,2
100,1,365,28,1
245,3,111,28,2
119,5,245,28,2
35,1,0,28,1
275,2,16,28,2
120,7,62,28,2
130,6,363,28,2
155,2,0,28,1
1200,3,306,28,2
140,1,149,28,2
145,1,24,28,2
100,1,8,28,2
191,1,361,28,2
248,2,22,28,2
48,1,123,28,1
75,2,67,28,2
69,1,62,28,2
69,1,58,28,1
49,1,8,28,1
150,5,88,28,2
59,1,127,28,1
69,7,362,28,3
125,1,0,28,2
85,1,53,28,2
160,2,349,28,2
398,1,258,28,2
35,1,357,28,1
115,1,80,28,2
80,1,179,28,1
85,1,356,28,1
140,3,88,28,2
60,5,60,28,1
119,2,84,28,2
320,5,90,28,2
350,3,62,28,2
200,1,15,28,2
225,2,57,28,2
250,2,289,28,2
100,4,0,28,2
150,1,168,28,2
80,5,313,28,2
330,5,71,28,2
149,3,358,28,2
210,2,66,28,2
85,2,0,28,2
35,90,364,28,1
400,1,351,28,2
80,5,300,28,2
140,1,365,28,1
145,1,62,28,2
95,3,0,28,1
169,1,62,28,2
145,3,9,28,2
160,1,215,28,2
350,2,315,28,1
155,2,312,28,2
170,4,364,28,2
42,3,8,28,1
120,3,96,28,2
175,1,0,28,1
96,1,95,28,2
150,1,84,28,2
35,2,9,28,1
43,1,30,28,1
130,3,179,28,2
180,1,311,28,2
55,2,0,28,1
90,5,88,28,1
69,20,364,28,1
155,2,0,28,2
125,2,62,28,2
239,3,43,28,2
197,4,365,28,2
50,1,143,28,1
65,1,62,28,1
50,2,17,28,2
140,2,75,28,2
219,2,345,28,2
80,2,365,28,2
50,4,0,28,1
120,7,224,28,2
150,1,317,28,2
129,2,27,28,2
160,2,76,28,2
95,3,20,28,2
249,7,9,28,2
140,3,39,28,2
179,1,76,28,2
110,1,90,28,1
120,1,0,28,2
59,1,179,28,1
50,1,243,28,1
61,3,58,28,1
79,30,365,28,1
451,3,0,28,2
120,3,123,28,2
95,1,46,28,2
210,2,292,28,2
149,1,94,28,2
113,14,22,28,2
129,1,94,28,2
175,2,304,28,2
25,1,364,28,3
173,2,49,28,2
129,1,94,28,2
300,1,0,28,2
70,2,158,28,1
110,1,267,28,1
146,4,269,28,2
220,2,358,28,2
125,2,103,28,2
300,1,0,28,2
135,3,325,28,2
125,3,1,28,2
225,2,301,28,2
237,3,301,28,2
260,3,296,28,2
60,2,306,28,1
480,3,248,28,2
134,2,223,28,2
140,2,28,28,2
200,1,334,28,2
84,1,78,28,2
150,1,364,28,1
175,3,0,28,2
175,90,364,28,2
1570,14,365,28,2
79,1,345,28,2
65,1,134,28,1
95,1,363,28,1
90,3,0,28,2
75,1,72,28,2
60,6,343,28,1
40,3,0,28,1
119,3,34,28,2
110,2,63,28,2
165,6,0,28,2
99,2,7,28,2
170,1,128,28,2
105,5,0,28,2
160,3,154,28,2
160,6,49,28,2
130,1,315,28,2
55,3,64,28,1
160,2,4,28,2
145,2,339,28,2
100,7,247,28,2
190,3,357,28,2
115,2,64,28,2
80,2,0,28,2
140,3,58,28,2
149,4,276,28,2
250,1,362,28,2
79,4,365,28,1
200,2,302,28,2
360,2,0,28,2
625,2,271,28,2
69,2,257,28,1
125,3,53,28,2
129,3,0,28,2
395,3,0,28,2
47,1,177,28,1
55,1,0,28,1
55,2,215,28,1
60,1,62,28,2
140,2,132,28,2
25,1,81,28,3
51,1,0,28,2
135,4,48,28,2
83,2,62,28,2
165,2,163,28,2
60,2,0,28,1
500,1,365,28,2
99,1,0,28,1
139,2,0,28,2
51,1,357,28,1
175,5,123,28,2
200,7,17,28,2
140,2,163,28,2
400,1,361,28,2
90,1,84,28,1
79,5,11,28,2
160,1,11,28,2
91,2,311,28,2
150,6,281,28,2
195,3,53,28,2
137,2,131,28,2
98,2,62,28,2
279,1,287,28,2
100,1,0,28,1
49,15,287,28,1
350,1,310,28,2
55,1,217,28,1
139,2,17,28,2
475,1,311,28,2
250,3,304,28,2
79,2,71,28,1
485,4,0,28,2
99,2,317,28,2
65,2,17,28,1
200,7,15,28,2
114,4,299,28,2
525,2,0,28,2
61,1,61,28,2
100,1,364,28,2
100,1,365,28,2
245,7,20,28,2
414,7,358,28,2
150,4,77,28,2
230,3,71,28,2
148,4,3,28,2
175,1,365,28,2
65,3,64,28,2
120,3,179,28,2
135,3,359,28,2
60,2,257,28,1
449,5,363,28,2
160,2,193,28,2
200,7,0,28,2
69,1,351,28,2
77,7,0,28,2
150,1,262,28,2
150,3,76,28,2
50,1,91,28,1
85,10,89,28,1
190,2,101,28,2
29,3,0,28,1
45,1,317,28,1
56,2,20,28,1
10,1,0,28,1
120,1,2,28,2
130,1,63,28,2
175,2,35,28,2
69,14,0,28,2
309,1,71,28,2
65,1,197,28,1
195,3,111,28,2
47,1,303,28,1
500,1,163,28,2
500,3,87,28,1
50,1,0,28,1
79,2,32,28,1
50,1,0,28,1
120,1,32,28,2
91,1,365,28,2
85,1,33,28,2
85,1,0,28,2
250,3,306,28,2
180,1,311,28,2
250,5,246,28,2
100,1,0,28,2
400,3,62,28,2
180,3,309,28,2
50,3,0,28,1
150,3,365,28,1
88,1,27,28,2
250,9,64,28,2
130,3,0,28,2
67,1,277,28,1
85,2,108,28,1
125,1,254,28,2
125,1,62,28,2
60,1,0,28,1
139,1,363,28,2
97,7,3,28,2
165,1,54,28,2
40,2,209,28,1
70,1,202,28,1
107,5,297,28,2
41,1,56,28,1
62,3,70,28,1
399,1,190,28,2
85,5,0,28,2
135,1,290,28,2
180,2,51,28,2
195,3,364,28,2
240,3,267,28,2
55,2,18,28,2
45,1,5,28,1
145,7,0,28,2
70,1,210,28,1
99,2,60,28,2
97,2,10,28,2
90,2,273,28,1
200,2,0,28,2
179,1,364,28,2
65,1,318,28,1
100,3,194,28,2
30,1,0,28,2
150,5,71,28,2
285,1,62,28,2
70,1,365,28,1
200,1,0,28,2
109,2,8,28,2
418,1,364,28,2
350,2,266,28,2
225,4,91,28,2
99,2,0,28,2
200,4,364,28,2
100,1,0,28,2
204,5,320,28,2
99,1,269,28,2
950,3,0,28,2
84,2,0,28,2
125,2,97,28,2
77,2,324,28,1
82,7,0,28,2
104,2,187,28,2
250,3,18,28,1
600,3,365,28,2
154,5,365,28,2
189,1,364,28,2
258,2,130,28,2
200,14,216,28,2
250,14,365,28,2
69,1,0,28,1
140,1,124,28,2
257,4,218,28,2
75,1,0,28,1
70,60,335,28,2
89,1,0,28,1
165,3,365,28,2
275,3,364,28,2
70,2,0,28,1
200,2,6,28,2
90,1,297,28,2
193,2,0,28,2
255,3,26,28,2
86,2,62,28,2
129,1,0,28,2
74,2,32,28,2
88,3,62,28,2
175,4,0,28,2
180,1,32,28,2
180,1,364,28,2
95,4,300,28,2
180,1,364,28,2
110,2,350,28,1
60,1,185,28,1
99,5,0,28,2
90,1,45,28,2
83,4,0,28,2
19,1,325,28,1
160,14,45,28,2
79,1,156,28,1
140,2,334,28,1
125,2,26,28,2
140,2,365,28,1
95,1,62,28,2
64,2,120,28,1
150,7,364,28,2
139,1,0,28,2
95,1,365,28,2
80,3,0,28,1
40,5,0,28,1
130,1,365,28,2
90,1,360,28,2
126,2,62,28,2
90,2,75,28,2
175,5,91,28,2
290,2,235,28,2
190,2,275,28,2
89,1,316,28,2
75,4,365,28,2
249,2,64,28,2
150,1,0,28,2
150,2,365,28,2
100,1,65,28,1
45,14,0,28,2
135,3,352,28,2
150,1,345,28,2
30,90,352,28,1
90,1,266,28,1
300,1,90,28,2
150,2,14,28,2
180,2,222,28,2
150,28,59,28,2
180,1,365,28,2
120,2,96,28,2
550,7,364,28,2
120,1,188,28,2
102,1,49,28,2
105,2,165,28,2
128,1,307,28,2
236,3,0,28,2
179,4,273,28,2
165,1,36,28,2
130,1,63,28,2
149,4,335,28,2
65,2,170,28,2
80,3,0,28,2
250,2,182,28,2
80,1,355,28,1
195,2,338,28,2
42,2,88,28,1
109,1,160,28,1
89,1,179,28,1
70,1,27,28,2
550,2,246,28,2
250,1,34,28,2
40,1,126,28,2
35,1,272,28,1
200,3,63,28,2
200,2,170,28,2
60,2,0,28,2
350,1,164,28,2
189,1,345,28,2
129,1,327,28,2
67,1,63,28,2
100,1,365,28,2
170,2,3,28,2
99,4,297,28,2
220,5,0,28,2
125,60,63,28,2
265,3,242,28,2
190,1,0,28,2
120,1,84,28,2
80,1,165,28,1
150,1,281,28,1
63,1,0,28,1
100,3,22,28,1
79,2,88,28,1
140,30,365,28,2
250,1,333,28,2
200,2,0,28,2
98,3,260,28,2
115,3,152,28,2
60,1,0,28,1
160,1,355,28,2
100,3,0,28,2
140,6,61,28,2
60,20,33,28,1
159,4,0,28,2
150,3,4,28,2
170,2,87,28,2
159,2,139,28,1
135,4,179,28,2
97,2,171,28,1
65,1,2,28,2
90,2,311,28,1
105,1,365,28,2
240,3,63,28,2
90,2,70,28,2
57,3,303,28,1
90,2,89,28,2
150,1,0,28,2
149,2,142,28,2
185,3,41,28,2
130,2,337,28,2
250,3,1,28,2
280,2,263,28,2
90,5,0,28,2
60,7,18,28,2
98,1,0,28,2
181,4,69,28,2
66,2,0,28,1
91,4,14,28,2
99,1,211,28,2
169,3,346,28,2
149,1,88,28,2
210,4,0,28,2
130,2,165,28,2
62,2,66,28,1
95,1,301,28,2
78,4,298,28,2
42,1,115,28,1
300,2,301,28,2
350,2,0,28,2
120,2,283,28,2
110,3,281,28,1
195,3,247,28,1
74,2,26,28,1
80,3,205,28,2
250,3,112,28,2
125,91,63,28,2
60,2,335,28,1
49,7,0,28,2
230,3,74,28,2
424,6,125,28,2
68,1,344,28,1
219,2,69,28,2
150,2,84,28,2
130,2,0,28,2
95,3,0,28,1
150,7,13,28,2
120,2,36,28,2
130,1,69,28,2
88,1,203,28,2
46,7,362,28,1
160,2,238,28,2
65,2,64,28,1
220,3,63,28,2
150,3,89,28,2
99,2,0,28,2
179,1,48,28,2
320,3,305,28,2
65,1,359,28,1
170,3,365,28,2
135,5,237,28,2
215,90,364,28,2
270,7,365,28,2
100,5,127,28,2
100,2,41,28,2
325,2,208,28,2
150,2,302,28,2
79,1,0,28,2
90,1,1,28,1
170,2,270,28,2
140,4,245,28,2
80,14,0,28,2
225,3,0,28,2
130,3,161,28,2
119,1,0,28,2
75,3,0,28,1
83,3,0,28,2
80,1,124,28,1
90,1,224,28,2
36,2,19,28,1
38,4,281,28,1
130,3,144,28,2
60,1,81,28,1
41,3,71,28,1
85,3,7,28,1
105,1,0,28,1
115,5,90,28,2
170,3,6,28,2
106,2,293,28,2
28,1,351,28,3
100,1,75,28,1
160,1,211,28,2
120,7,364,28,2
42,2,0,28,1
54,1,88,28,1
25,1,360,28,3
168,2,258,28,2
99,2,333,28,1
95,2,24,28,2
175,2,59,28,2
51,30,0,28,1
70,2,365,28,1
100,28,151,28,1
170,4,89,28,2
155,2,61,28,2
200,4,145,28,2
49,1,25,28,1
215,1,153,28,2
179,2,180,28,2
200,2,278,28,2
79,6,65,28,2
55,3,359,28,2
199,2,365,28,2
206,2,336,28,1
180,2,142,28,2
150,1,365,28,1
115,21,338,28,2
55,1,308,28,1
85,2,251,28,2
250,1,346,28,2
140,3,0,28,2
47,7,253,28,1
315,4,365,28,2
250,3,246,28,2
200,4,259,28,2
90,1,63,28,2
120,2,10,28,2
219,2,63,28,2
110,5,132,28,2
110,2,282,28,2
114,7,86,28,2
55,2,84,28,2
90,1,202,28,1
85,4,7,28,2
120,2,0,28,2
89,1,17,28,1
27,21,365,28,1
55,2,69,28,1
130,1,0,28,2
110,3,55,28,2
60,1,0,28,1
55,5,74,28,1
150,2,0,28,2
100,2,59,28,2
220,7,365,28,2
80,2,5,28,2
32,21,13,28,1
150,7,22,28,2
109,1,0,28,2
55,4,0,28,2
55,1,3,28,1
89,1,63,28,2
159,3,328,28,2
140,1,63,28,2
70,1,364,28,1
210,1,63,28,2
80,7,0,28,2
110,3,264,28,2
686,2,349,28,2
115,1,0,28,2
200,3,38,28,2
109,7,19,28,2
420,2,248,28,2
106,3,32,28,2
115,1,147,28,1
90,3,89,28,2
225,2,89,28,2
150,7,89,28,2
200,25,0,28,2
48,1,0,28,1
140,7,63,28,2
39,1,78,28,1
170,6,87,28,2
90,2,0,28,2
750,3,270,28,2
250,2,63,28,2
99,6,18,28,2
5000,1,365,28,2
150,7,87,28,2
140,1,0,28,2
76,2,319,28,2
428,4,358,28,2
99,3,363,28,2
160,3,295,28,2
50,1,30,28,1
280,3,206,28,2
49,1,79,28,1
340,2,122,28,2
225,4,59,28,2
43,2,329,28,1
129,1,196,28,2
88,7,0,28,1
135,3,0,28,2
50,3,41,28,1
83,28,82,28,2
120,1,192,28,1
170,1,291,28,2
65,1,0,28,1
245,2,346,28,2
150,1,274,28,2
385,1,304,28,2
100,3,365,28,2
83,3,332,28,1
475,3,116,28,2
170,1,105,28,2
30,3,26,28,1
49,2,86,28,1
80,1,350,28,1
48,5,13,28,1
85,3,90,28,2
800,1,16,28,2
72,1,24,28,1
210,5,364,28,2
85,2,0,28,1
299,3,345,28,2
60,2,265,28,1
268,1,343,28,2
350,1,0,28,1
100,2,280,28,2
100,4,28,28,2
155,3,0,28,2
75,4,240,28,2
136,3,323,28,2
50,1,44,28,1
25,2,11,28,1
127,1,178,28,2
100,4,324,28,2
275,2,0,28,2
80,1,0,28,1
190,6,0,28,2
50,1,80,28,1
99,1,195,28,1
150,4,18,28,2
100,2,7,28,2
60,1,0,28,1
40,5,358,28,1
165,1,337,28,2
165,3,365,28,2
50,2,0,28,1
250,2,63,28,2
219,7,365,28,2
118,2,256,28,1
235,4,310,28,2
95,2,350,28,2
149,2,200,28,2
149,1,178,28,2
55,2,0,28,2
65,3,0,28,2
109,1,0,28,2
70,1,73,28,1
99,1,265,28,2
39,1,72,28,1
51,2,0,28,1
2500,1,365,28,2
125,60,63,28,2
145,1,356,28,2
87,1,338,28,2
90,3,103,28,2
70,5,342,28,2
250,1,273,28,2
65,3,223,28,1
135,5,128,28,2
175,1,333,28,2
100,2,19,28,2
120,3,365,28,2
190,3,345,28,2
295,3,0,28,2
165,3,307,28,2
80,2,365,28,1
90,3,365,28,1
179,1,122,28,2
55,2,69,28,1
118,5,0,28,2
89,3,63,28,2
220,2,122,28,2
88,4,248,28,2
175,1,217,28,2
79,1,68,28,1
750,7,365,28,2
90,2,97,28,2
38,1,245,28,1
85,2,63,28,2
75,1,39,28,1
220,3,39,28,2
220,3,94,28,2
99,2,271,28,2
100,3,332,28,2
49,2,0,28,1
2500,1,365,28,2
65,2,365,28,1
135,1,131,28,2
49,1,7,28,1
99,1,255,28,2
299,2,0,28,2
78,1,22,28,2
65,1,0,28,1
219,1,208,28,2
100,1,59,28,2
178,2,31,28,2
100,2,3,28,2
240,3,365,28,2
60,2,0,28,2
250,2,47,28,2
119,4,7,28,2
179,2,54,28,2
135,1,141,28,2
65,1,106,28,1
80,5,0,28,2
54,1,236,28,2
279,2,32,28,2
70,4,25,28,2
84,1,230,28,2
85,1,63,28,2
65,2,341,28,1
44,2,157,28,1
245,5,38,28,2
950,3,271,28,2
46,5,0,28,2
199,3,73,28,2
115,5,164,28,2
42,1,255,28,1
295,3,26,28,2
99,1,360,28,2
161,7,63,28,2
240,1,365,28,2
200,3,224,28,2
140,1,22,28,1
235,90,63,28,2
691,1,365,28,2
130,6,362,28,2
100,2,185,28,1
100,2,151,28,2
63,3,8,28,1
80,2,0,28,2
60,7,0,28,1
78,2,90,28,1
30,3,24,28,1
130,1,148,28,2
190,6,195,28,2
130,3,245,28,2
230,1,136,28,2
40,1,0,28,1
100,2,40,28,2
130,1,0,28,2
173,2,160,28,2
139,1,257,28,2
135,2,212,28,2
89,5,0,28,1
69,1,90,28,2
120,1,134,28,2
550,4,237,28,2
79,6,4,28,2
125,20,339,28,2
40,1,0,28,1
219,2,332,28,2
175,2,9,28,2
165,1,56,28,2
212,2,0,28,2
65,1,14,28,2
99,3,364,28,2
73,3,252,28,1
160,2,76,28,2
100,1,63,28,2
65,1,19,28,1
100,5,69,28,2
95,1,300,28,1
58,2,0,28,1
40,1,365,28,1
90,2,170,28,2
140,1,13,28,2
100,1,365,28,1
195,10,25,28,2
69,1,63,28,2
90,3,355,28,2
166,4,0,28,2
125,2,150,28,2
